architecture,n,depth,state_frame_potential,haar_target,ratio_to_haar,log10_ratio
brickwall_1d,12,26,1.6572281941270498e-07,1.1918019282401757e-07,1.3905231690421296,0.14317822952043635
brickwall_1d,12,27,1.8654486341281777e-07,1.1918019282401757e-07,1.56523377746394,0.19457921132672554
brickwall_1d,12,28,1.6183663921910425e-07,1.1918019282401757e-07,1.3579155678836123,0.1328727673360896
brickwall_1d,12,29,1.9966770564904797e-07,1.1918019282401757e-07,1.6753430324104182,0.2241037438087597
brickwall_1d,12,30,2.0955452093573967e-07,1.1918019282401757e-07,1.7582998984165896,0.24509295101050277
brickwall_1d,14,1,4.986726126733087e-08,7.450125877326823e-09,6.693479021487852,0.8256519065729916
brickwall_1d,14,2,1.9056187900135824e-07,7.450125877326823e-09,25.57834352588599,1.407872415793104
brickwall_1d,14,3,4.880325660176018e-08,7.450125877326823e-09,6.550662016367333,0.8162851924386149
brickwall_1d,14,4,5.1627168418396e-08,7.450125877326823e-09,6.9297041779541475,0.8407146954163797
brickwall_1d,14,5,6.539568117566373e-08,7.450125877326823e-09,8.777795469830146,0.9433854571925946
brickwall_1d,14,6,8.192669665637217e-08,7.450125877326823e-09,10.996686231262478,1.0412618334951367
brickwall_1d,14,7,2.5515814377613947e-08,7.450125877326823e-09,3.4248836593844594,0.5346458234355957
brickwall_1d,14,8,2.5691171423876568e-08,7.450125877326823e-09,3.4484211202475423,0.537620296315094
brickwall_1d,14,9,2.2580964220982224e-08,7.450125877326823e-09,3.0309506970484223,0.4815788719750258
brickwall_1d,14,10,3.660090977647839e-08,7.450125877326823e-09,4.9127907875848065,0.6913282699902908
brickwall_1d,14,11,2.0419793099717818e-08,7.450125877326823e-09,2.740865515019276,0.437887726704074
brickwall_1d,14,12,4.4232622073354544e-08,7.450125877326823e-09,5.937164391808321,0.7735790741015359
brickwall_1d,14,13,1.612485837617838e-08,7.450125877326823e-09,2.1643739504122492,0.33533229828757405
brickwall_1d,14,14,1.22553266680169e-08,7.450125877326823e-09,1.644982496915103,0.2161612812929062
brickwall_1d,14,15,2.237808245717168e-08,7.450125877326823e-09,3.0037187056497294,0.4776592591230057
brickwall_1d,14,16,1.5293170472446968e-08,7.450125877326823e-09,2.052739876381029,0.3123339189712561
brickwall_1d,14,17,1.326577259893232e-08,7.450125877326823e-09,1.7806105316024816,0.25056893772669975
brickwall_1d,14,18,1.4615917934635584e-08,7.450125877326823e-09,1.9618350314209612,0.2926624852275422
brickwall_1d,14,19,1.2546088653445726e-08,7.450125877326823e-09,1.6840102919103137,0.22634474138346383
brickwall_1d,14,20,1.0503715977905906e-08,7.450125877326823e-09,1.40987094055312,0.14917935920081535
brickwall_1d,14,21,1.1176130207046206e-08,7.450125877326823e-09,1.5001263590805676,0.17612784221578395
brickwall_1d,14,22,1.262360117292561e-08,7.450125877326823e-09,1.6944144811490192,0.2290196544349372
brickwall_1d,14,23,1.2697605483297664e-08,7.450125877326823e-09,1.7043477777926737,0.2315582186967256
brickwall_1d,14,24,1.1553635905542228e-08,7.450125877326823e-09,1.5507974087664387,0.19055506667140068
brickwall_1d,14,25,1.1029978735494366e-08,7.450125877326823e-09,1.480509043352168,0.1704110645223118
brickwall_1d,14,26,1.239027472985882e-08,7.450125877326823e-09,1.6630960246680515,0.22091732545493978
brickwall_1d,14,27,1.0895559736485875e-08,7.450125877326823e-09,1.4624665295447743,0.16508593547192876
brickwall_1d,14,28,1.1831532581014087e-08,7.450125877326823e-09,1.5880983456965905,0.20087739334979618
