architecture,n,depth,state_frame_potential,haar_target,ratio_to_haar,log10_ratio
brickwall_1d,14,29,1.0225502823966683e-08,7.450125877326823e-09,1.3725275240095263,0.13752106234296826
brickwall_1d,14,30,1.195941412226795e-08,7.450125877326823e-09,1.605263363222408,0.20554629394414406
brickwall_1d,16,1,3.4845304806816413e-09,4.656541819888002e-10,7.483086409316195,0.8740807601732606
brickwall_1d,16,2,4.156294294487814e-09,4.656541819888002e-10,8.925710227139717,0.9506427833786973
brickwall_1d,16,3,1.455573038738177e-09,4.656541819888002e-10,3.125866995377239,0.49497049498751317
brickwall_1d,16,4,3.124709644307353e-09,4.656541819888002e-10,6.710365256383561,0.826746160186066
brickwall_1d,16,5,6.090334654829395e-09,4.656541819888002e-10,13.07909365017982,1.1165776494650208
brickwall_1d,16,6,4.11771020699584e-09,4.656541819888002e-10,8.842850265854324,0.9465922712591929
brickwall_1d,16,7,1.3130287968010634e-09,4.656541819888002e-10,2.819750895811012,0.4502107433004922
brickwall_1d,16,8,2.689573250154062e-09,4.656541819888002e-10,5.775902706740323,0.7616198690696022
brickwall_1d,16,9,3.4699845504093947e-09,4.656541819888002e-10,7.451848785270554,0.8722640335042788
brickwall_1d,16,10,2.3995454967736154e-09,4.656541819888002e-10,5.153063345260214,0.7120654811623895
brickwall_1d,16,11,1.984675594239131e-09,4.656541819888002e-10,4.262123419063089,0.6296260215025375
brickwall_1d,16,12,1.0080499079342586e-09,4.656541819888002e-10,2.164803725436109,0.33541852663665594
brickwall_1d,16,13,9.870807259878744e-10,4.656541819888002e-10,2.1197720629761583,0.3262891641769917
brickwall_1d,16,14,1.1101127401939966e-09,4.656541819888002e-10,2.3839853331773506,0.3773035791975035
brickwall_1d,16,15,1.2261826881489795e-09,4.656541819888002e-10,2.6332474518149422,0.4204916725918866
brickwall_1d,16,16,8.583379340620922e-10,4.656541819888002e-10,1.8432948038738686,0.2655947988418981
brickwall_1d,16,17,7.89124544626364e-10,4.656541819888002e-10,1.6946579138536413,0.22908204406147328
brickwall_1d,16,18,1.2998370288951031e-09,4.656541819888002e-10,2.7914213576769003,0.44582539704116125
brickwall_1d,16,19,8.530231609390681e-10,4.656541819888002e-10,1.8318812413448586,0.262897315456077
brickwall_1d,16,20,7.850690490858352e-10,4.656541819888002e-10,1.6859486706053408,0.22684434821742927
brickwall_1d,16,21,6.767764605141425e-10,4.656541819888002e-10,1.453388558916497,0.16238173710191614
brickwall_1d,16,22,6.508742536390435e-10,4.656541819888002e-10,1.3977631444415937,0.1454335850169994
brickwall_1d,16,23,7.573384426707026e-10,4.656541819888002e-10,1.6263967381032087,0.21122649461104614
brickwall_1d,16,24,8.33480921887013e-10,4.656541819888002e-10,1.789913962175174,0.2528321557560979
brickwall_1d,16,25,8.306130575364571e-10,4.656541819888002e-10,1.783755176403494,0.25133524643396427
brickwall_1d,16,26,7.857041194297264e-10,4.656541819888002e-10,1.687312494594162,0.22719552248820069
brickwall_1d,16,27,6.720291240870397e-10,4.656541819888002e-10,1.4431935760070187,0.15932458705560432
brickwall_1d,16,28,6.16245593585646e-10,4.656541819888002e-10,1.323397528512839,0.12169031924951537
brickwall_1d,16,29,7.049538343386676e-10,4.656541819888002e-10,1.5138999317644333,0.18009716940526693
brickwall_1d,16,30,5.607292134886148e-10,4.656541819888002e-10,1.2041751908975689,0.08068967538127966
grid_2d,8,1,0.0001888244281606041,3.0398832684824903e-05,6.211568388771232,0.7932012711249059
grid_2d,8,2,0.00029478051772205486,3.0398832684824903e-05,9.697099910984717,0.98664187024827
grid_2d,8,3,0.00021984287783135634,3.0398832684824903e-05,7.231951309140298,0.8592554934846087
grid_2d,8,4,0.00010265178191274571,3.0398832684824903e-05,3.3768330178016828,0.5285095855864641
grid_2d,8,5,7.01326505470034e-05,3.0398832684824903e-05,2.307083672394224,0.36306334562648435
grid_2d,8,6,4.080717445933584e-05,3.0398832684824903e-05,1.3423928110143117,0.12787961769113954
grid_2d,8,7,5.0195164095944694e-05,3.0398832684824903e-05,1.6512201181001966,0.21780497132712923
grid_2d,8,8,4.0701085543582155e-05,3.0398832684824903e-05,1.3389029100416785,0.12674908547958066
grid_2d,8,9,6.391536987975745e-05,3.0398832684824903e-05,2.102560007564501,0.32274839951500983
grid_2d,8,10,4.364456999570329e-05,3.0398832684824903e-05,1.4357317745786553,0.1570733119807795
grid_2d,8,11,4.203398927128541e-05,3.0398832684824903e-05,1.3827501110682048,0.1407437020255326
grid_2d,8,12,4.3769608629372595e-05,3.0398832684824903e-05,1.4398450454718408,0.15831575631917294
grid_2d,8,13,4.383765564329933e-05,3.0398832684824903e-05,1.4420835200419748,0.15899041381126075
grid_2d,8,14,4.926232692535465e-05,3.0398832684824903e-05,1.6205335065364666,0.20965801503713147
grid_2d,8,15,5.165508322430212e-05,3.0398832684824903e-05,1.6992456177466424,0.2302561585761115
grid_2d,8,16,5.036713788273189e-05,3.0398832684824903e-05,1.6568773677903483,0.21929036571393837
grid_2d,8,17,4.387701761407615e-05,3.0398832684824903e-05,1.4433783714326491,0.15938019324537075
grid_2d,8,18,5.168129979499652e-05,3.0398832684824903e-05,1.7001080380562055,0.23047652069637573
grid_2d,8,19,4.0552722670019516e-05,3.0398832684824903e-05,1.334022364952962,0.12516311061069482
grid_2d,8,20,4.5221104638146996e-05,3.0398832684824903e-05,1.4875934581764836,0.1724842598428225
grid_2d,8,21,5.578878478297556e-05,3.0398832684824903e-05,1.835227864220764,0.2636899944899808
grid_2d,8,22,4.3571707475820176e-05,3.0398832684824903e-05,1.4333348891245805,0.1563476722584266
grid_2d,8,23,5.223468042837946e-05,3.0398832684824903e-05,1.7183120473719706,0.23510203501656354
grid_2d,8,24,4.503993738770107e-05,3.0398832684824903e-05,1.4816337803058144,0.17074087108810934
grid_2d,8,25,4.821446205437879e-05,3.0398832684824903e-05,1.5860629437408447,0.20032041852817256
grid_2d,8,26,5.341450325121199e-05,3.0398832684824903e-05,1.7571234989518696,0.24480228683873032
grid_2d,8,27,4.438340663350861e-05,3.0398832684824903e-05,1.4600365446158992,0.16436372628197135
grid_2d,8,28,4.377188166089515e-05,3.0398832684824903e-05,1.4399198191168068,0.15833830939759064
grid_2d,8,29,4.751813051576083e-05,3.0398832684824903e-05,1.5631564214464684,0.19400243903773556
grid_2d,8,30,4.48537195489133e-05,3.0398832684824903e-05,1.4755079582810517,0.16894155624751706
grid_2d,10,1,4.1450529136656e-05,1.9054878048780488e-06,21.753237690917068,1.337523905274719
grid_2d,10,2,1.3759997702286396e-05,1.9054878048780488e-06,7.2212467941599,0.8586121877464261
grid_2d,10,3,1.2324599472881331e-05,1.9054878048780488e-06,6.467949803368123,0.8107666407636109
grid_2d,10,4,6.18978368841192e-06,1.9054878048780488e-06,3.248398479678576,0.5116692985588775
grid_2d,10,5,8.246160242341406e-06,1.9054878048780488e-06,4.32758489518077,0.6362455962809745
grid_2d,10,6,3.854603048494618e-06,1.9054878048780488e-06,2.0228956798499755,0.30597348690640186
grid_2d,10,7,3.887825926805149e-06,1.9054878048780488e-06,2.0403310463873425,0.309700637992114
grid_2d,10,8,4.493031159541899e-06,1.9054878048780488e-06,2.3579427525275882,0.3725332568391471
grid_2d,10,9,4.144584681315841e-06,1.9054878048780488e-06,2.175078040754553,0.33747484384745263
grid_2d,10,10,3.4036655743846084e-06,1.9054878048780488e-06,1.7862436934370425,0.2519407084692423
grid_2d,10,11,3.022428899849927e-06,1.9054878048780488e-06,1.5861706866412415,0.20034991960065124
grid_2d,10,12,3.4246255024638045e-06,1.9054878048780488e-06,1.7972434636930046,0.2546069128220497
grid_2d,10,13,3.2542394446812894e-06,1.9054878048780488e-06,1.7078248605687407,0.23244333123088193
grid_2d,10,14,2.7502734080068574e-06,1.9054878048780488e-06,1.4433434845219988,0.15936969608385476
grid_2d,10,15,3.0462483207061588e-06,1.9054878048780488e-06,1.598671118706592,0.20375912914856684
grid_2d,10,16,2.839634266070499e-06,1.9054878048780488e-06,1.4902400628337977,0.1732562345640308
grid_2d,10,17,2.7365782314949282e-06,1.9054878048780488e-06,1.4361562558885383,0.15720169434801667
grid_2d,10,18,3.437809928864583e-06,1.9054878048780488e-06,1.8041626506681332,0.2562756879195736
grid_2d,10,19,2.738532929131729e-06,1.9054878048780488e-06,1.4371820812083314,0.157511793781111
grid_2d,10,20,2.6005810614430164e-06,1.9054878048780488e-06,1.364784941045295,0.13506422187077155
grid_2d,10,21,2.593722264972069e-06,1.9054878048780488e-06,1.361185444657342,0.1339172964781387
grid_2d,10,22,2.1990189084274103e-06,1.9054878048780488e-06,1.154045123142705,0.062222790057807904
grid_2d,10,23,2.9022452996886073e-06,1.9054878048780488e-06,1.523098333276581,0.18272794287695623
grid_2d,10,24,2.759040404380168e-06,1.9054878048780488e-06,1.4479444042187122,0.16075188685797664
grid_2d,10,25,2.9637379992864547e-06,1.9054878048780488e-06,1.5553697020255315,0.19183363482015853
grid_2d,10,26,2.747850772326188e-06,1.9054878048780488e-06,1.4420720853167834,0.15898697014265736
grid_2d,10,27,3.335053957119436e-06,1.9054878048780488e-06,1.75023631669628,0.2430966910338653
grid_2d,10,28,2.783418664961892e-06,1.9054878048780488e-06,1.460738115372001,0.1645723615581352
grid_2d,10,29,3.542164517748111e-06,1.9054878048780488e-06,1.8589279389142086,0.2692625547323619
grid_2d,10,30,2.817676805614374e-06,1.9054878048780488e-06,1.4787167875864233,0.16988500336384538
grid_2d,12,1,3.4572312053745474e-05,1.1918019282401757e-07,290.0843775676318,2.4625243405956203
grid_2d,12,2,8.888139157228818e-07,1.1918019282401757e-07,7.457731814843692,0.8726067617783478
grid_2d,12,3,9.69571564860635e-07,1.1918019282401757e-07,8.135341468127276,0.9103757864813713
grid_2d,12,4,5.897401219037773e-07,1.1918019282401757e-07,4.9483064922926605,0.6944565914803428
grid_2d,12,5,5.629284806319426e-07,1.1918019282401757e-07,4.723339233585293,0.6742491380356175
grid_2d,12,6,2.991898547577421e-07,1.1918019282401757e-07,2.5103991499621774,0.3997427791878908
grid_2d,12,7,2.282046005930009e-07,1.1918019282401757e-07,1.9147863011932666,0.2821203117817857
grid_2d,12,8,1.9604426261055644e-07,1.1918019282401757e-07,1.644939968338841,0.21615005310975607
grid_2d,12,9,2.2012780342004718e-07,1.1918019282401757e-07,1.8470166745332395,0.26647081619015256
grid_2d,12,10,1.9620815483114902e-07,1.1918019282401757e-07,1.6463151315829094,0.2165129698848083
grid_2d,12,11,2.5733636157372515e-07,1.1918019282401757e-07,2.1592208862567466,0.33429707252205293
grid_2d,12,12,1.9582031766819414e-07,1.1918019282401757e-07,1.6430609233645392,0.21565366702027117
grid_2d,12,13,2.3097063535605965e-07,1.1918019282401757e-07,1.9379951473741341,0.2873526852682683
grid_2d,12,14,1.7271024722512827e-07,1.1918019282401757e-07,1.449152272141006,0.16111402210061124
grid_2d,12,15,2.015474767502176e-07,1.1918019282401757e-07,1.6911155450790738,0.22817328168167147
grid_2d,12,16,1.7916418470302158e-07,1.1918019282401757e-07,1.5033050413635163,0.17704711387981042
grid_2d,12,17,1.5771241297539535e-07,1.1918019282401757e-07,1.3233106042064788,0.12166179268389797
grid_2d,12,18,1.9214834151826976e-07,1.1918019282401757e-07,1.6122506346503194,0.2074325565661649
grid_2d,12,19,1.8089758459274353e-07,1.1918019282401757e-07,1.517849403548611,0.1812286843049952
grid_2d,12,20,1.7613661472254831e-07,1.1918019282401757e-07,1.4779017431414383,0.16964556137276637
grid_2d,12,21,2.3657721739002186e-07,1.1918019282401757e-07,1.9850380485568913,0.29776883559280404
grid_2d,12,22,1.9331705469464822e-07,1.1918019282401757e-07,1.6220569048759783,0.21006608602811355
grid_2d,12,23,1.8076215783006196e-07,1.1918019282401757e-07,1.5167130841697563,0.1809034332937014
grid_2d,12,24,1.8096930872592893e-07,1.1918019282401757e-07,1.518451216077068,0.18140084371634094
grid_2d,12,25,1.7136486452984948e-07,1.1918019282401757e-07,1.4378636287565687,0.15771769822560228
grid_2d,12,26,1.7436558285893602e-07,1.1918019282401757e-07,1.4630416240088286,0.1652566821199774
grid_2d,12,27,1.7443773726674075e-07,1.1918019282401757e-07,1.4636470468236018,0.16543636080875984
grid_2d,12,28,1.5945811820818662e-07,1.1918019282401757e-07,1.3379582162922303,0.12644255086299525
grid_2d,12,29,1.6341231550143221e-07,1.1918019282401757e-07,1.3711365255359853,0.13708070011038864
grid_2d,12,30,1.7678323574480203e-07,1.1918019282401757e-07,1.4833273177015376,0.17123699498419612
grid_2d,14,1,5.097293702737405e-06,7.450125877326823e-09,684.1889367601348,2.8351760474245027
grid_2d,14,2,2.990142034146988e-07,7.450125877326823e-09,40.13545654640509,1.6035282075010748
grid_2d,14,3,7.270204785998093e-08,7.450125877326823e-09,9.758499259889971,0.989383033520927
grid_2d,14,4,6.892166641847552e-08,7.450125877326823e-09,9.251074082952982,0.9661921588167857
grid_2d,14,5,2.0994102652338873e-08,7.450125877326823e-09,2.8179527430846254,0.44993370573938934
grid_2d,14,6,1.8609426624184612e-08,7.450125877326823e-09,2.497867409303674,0.3975693816217646
grid_2d,14,7,2.1390692695196125e-08,7.450125877326823e-09,2.8711854064499795,0.4580612379156152
grid_2d,14,8,3.0176175486601024e-08,7.450125877326823e-09,4.05042491677047,0.6075005860118671
grid_2d,14,9,1.581862113434559e-08,7.450125877326823e-09,2.12326897488898,0.32700501390728304
grid_2d,14,10,1.7562210097584085e-08,7.450125877326823e-09,2.3573038075815136,0.37241555768493273
grid_2d,14,11,1.1196169443413358e-08,7.450125877326823e-09,1.5028161440180459,0.17690585182939178
grid_2d,14,12,1.0457678529408627e-08,7.450125877326823e-09,1.40369152167412,0.14727167677209385
grid_2d,14,13,1.3381541449848264e-08,7.450125877326823e-09,1.796149712124017,0.2543425330214477
grid_2d,14,14,1.2494948583489181e-08,7.450125877326823e-09,1.6771459689715322,0.22457086270154492
grid_2d,14,15,1.2886860481295605e-08,7.450125877326823e-09,1.7297507040135454,0.23798351603467927
grid_2d,14,16,1.2160231144538359e-08,7.450125877326823e-09,1.6322182127883142,0.21277821953715054
grid_2d,14,17,1.254202362479016e-08,7.450125877326823e-09,1.683464659699194,0.2262040038493073
grid_2d,14,18,9.71986854308281e-09,7.450125877326823e-09,1.30465829747435,0.11549678067562155
grid_2d,14,19,9.34459971510466e-09,7.450125877326823e-09,1.254287493791661,0.0983970920425809
grid_2d,14,20,1.0668952477033144e-08,7.450125877326823e-09,1.4320499616660527,0.15595816999513662
grid_2d,14,21,1.0131395847624029e-08,7.450125877326823e-09,1.359895928531515,0.1335056735217555
grid_2d,14,22,1.0285692092920202e-08,7.450125877326823e-09,1.3806064840089396,0.14006990871815003
grid_2d,14,23,1.014735399069312e-08,7.450125877326823e-09,1.3620379249664554,0.13418920036263254
grid_2d,14,24,1.041023633792275e-08,7.450125877326823e-09,1.397323549875112,0.1452969785235694
grid_2d,14,25,1.3348681931892642e-08,7.450125877326823e-09,1.7917391130956672,0.2532747743042172
grid_2d,14,26,1.2796339627804616e-08,7.450125877326823e-09,1.7176004591745322,0.23492214753027593
grid_2d,14,27,1.0323753143527716e-08,7.450125877326823e-09,1.3857152635428998,0.14167400071157055
grid_2d,14,28,9.555913717298527e-09,7.450125877326823e-09,1.2826513101450148,0.10810860909371824
grid_2d,14,29,1.114180532223139e-08,7.450125877326823e-09,1.4955190698374048,0.17479195522915758
grid_2d,14,30,1.2170370347975316e-08,7.450125877326823e-09,1.633579156697707,0.2131401834910478
grid_2d,16,1,3.646656486976915e-08,4.656541819888002e-10,78.31254669295815,1.8938313472814083
grid_2d,16,2,1.1336056850370532e-07,4.656541819888002e-10,243.44368178879972,2.3863985075741816
grid_2d,16,3,5.774673675992184e-09,4.656541819888002e-10,12.40120651623628,1.093463939827855
grid_2d,16,4,2.2431359197456074e-09,4.656541819888002e-10,4.81717121097295,0.6827920821997163
grid_2d,16,5,2.5733590574689587e-09,4.656541819888002e-10,5.526330820176876,0.7424368793276709
grid_2d,16,6,5.299814658927132e-09,4.656541819888002e-10,11.381438981803456,1.0561971743919794
grid_2d,16,7,1.1496888182212692e-09,4.656541819888002e-10,2.4689756104218157,0.3925167998098024
grid_2d,16,8,8.751583116315068e-10,4.656541819888002e-10,1.8794168408275045,0.274023114104776
grid_2d,16,9,8.055849457596546e-10,4.656541819888002e-10,1.7300068955013277,0.23804783415319336
grid_2d,16,10,6.779579200027888e-10,4.656541819888002e-10,1.4559257625632036,0.1631392309309216
grid_2d,16,11,8.681271132159871e-10,4.656541819888002e-10,1.8643172268060229,0.2705198125938444
grid_2d,16,12,5.994019047487853e-10,4.656541819888002e-10,1.2872254302296848,0.10965461103141058
grid_2d,16,13,6.480378854616785e-10,4.656541819888002e-10,1.3916719972188822,0.14353688859096136
grid_2d,16,14,7.243459393544655e-10,4.656541819888002e-10,1.555544795626655,0.19188252217140025
grid_2d,16,15,6.851026185108239e-10,4.656541819888002e-10,1.4712691198965797,0.16769211976763296
grid_2d,16,16,5.961423446056193e-10,4.656541819888002e-10,1.2802254713132966,0.10728646365087123
grid_2d,16,17,6.677003064408219e-10,4.656541819888002e-10,1.4338973690498955,0.1565180678935782
grid_2d,16,18,7.874207360221893e-10,4.656541819888002e-10,1.690998956906454,0.22814333970305764
grid_2d,16,19,5.920343007859721e-10,4.656541819888002e-10,1.271403379772957,0.10428336158145593
grid_2d,16,20,8.329457055713017e-10,4.656541819888002e-10,1.788764576351073,0.2525531857772217
grid_2d,16,21,7.026007263168419e-10,4.656541819888002e-10,1.5088465936589412,0.1786450867509741
grid_2d,16,22,7.531900436674732e-10,4.656541819888002e-10,1.6174879831436555,0.20884106283453305
grid_2d,16,23,7.338896760955276e-10,4.656541819888002e-10,1.5760401269480682,0.19756727069812396
grid_2d,16,24,6.048346689587957e-10,4.656541819888002e-10,1.2988923805549395,0.11357316918901156
grid_2d,16,25,6.207781775803876e-10,4.656541819888002e-10,1.3331313270484455,0.12487293396234114
grid_2d,16,26,7.701072873417685e-10,4.656541819888002e-10,1.6538180416476769,0.2184877253765035
grid_2d,16,27,7.125707886993601e-10,4.656541819888002e-10,1.530257466293943,0.1847645071467841
grid_2d,16,28,6.984730696957833e-10,4.656541819888002e-10,1.4999823833056067,0.17608615847028644
grid_2d,16,29,6.937703790372442e-10,4.656541819888002e-10,1.4898832779170241,0.17315224576651858
grid_2d,16,30,5.681671930655961e-10,4.656541819888002e-10,1.2201483741410089,0.08641264555392489
