architecture,n,k,nk,tau_BP,censored,tau_pred,residual,absolute_error
all_to_all,14,2,28,4,False,3.8573369914593902,0.14266300854060976,0.14266300854060976
all_to_all,14,3,42,3,False,3.15030784913405,-0.15030784913404993,0.15030784913404993
all_to_all,14,4,56,2,False,2.728741607397578,-0.7287416073975779,0.7287416073975779
all_to_all,14,5,70,1,False,2.4410041494756887,-1.4410041494756887,1.4410041494756887
all_to_all,14,6,84,1,False,2.2285779342268173,-1.2285779342268173,1.2285779342268173
all_to_all,14,8,112,1,False,1.9303552623037936,-0.9303552623037936,0.9303552623037936
all_to_all,14,10,140,1,False,1.726805202981336,-0.7268052029813361,0.7268052029813361
all_to_all,14,12,168,1,False,1.5765315158922852,-0.5765315158922852,0.5765315158922852
all_to_all,14,14,196,1,False,1.4597264540725328,-0.45972645407253276,0.45972645407253276
