architecture_1,architecture_2,c_1,c_2,delta_c,approx_SE_delta_c,z,p_value
brickwall_1d,grid_2d,1.4475562534337278,0.8166260743985333,0.6309301790351945,0.11515354023830973,5.479034146318797,4.276538343159486e-08
brickwall_1d,all_to_all,1.4475562534337278,0.49936940270929947,0.9481868507244284,0.17433982171765944,5.438727890062902,5.36623392749223e-08
grid_2d,all_to_all,0.8166260743985333,0.49936940270929947,0.3172566716892338,0.1657033550814234,1.9146062041612864,0.05554274332332926
