framework,framework_version,simulator,architecture,n,k,depth,n_params,n_param_sets,n_grad_components,var_pooled,threshold,configuration_seed
PennyLane,0.44.1,lightning.qubit,all_to_all,12,4,27,324,50,16200,0.00024738451746043313,0.01,1154891979
PennyLane,0.44.1,lightning.qubit,all_to_all,12,4,28,336,50,16800,0.00024583866481098275,0.01,1154891979
PennyLane,0.44.1,lightning.qubit,all_to_all,12,4,29,348,50,17400,0.0002526624691700964,0.01,1154891979
PennyLane,0.44.1,lightning.qubit,all_to_all,12,4,30,360,50,18000,0.00025220089649113795,0.01,1154891979
PennyLane,0.44.1,lightning.qubit,all_to_all,12,5,1,12,50,600,0.009917510684410102,0.01,4107294500
PennyLane,0.44.1,lightning.qubit,all_to_all,12,5,2,24,50,1200,0.007669531442488798,0.01,4107294500
PennyLane,0.44.1,lightning.qubit,all_to_all,12,5,3,36,50,1800,0.015364299110457686,0.01,4107294500
PennyLane,0.44.1,lightning.qubit,all_to_all,12,5,4,48,50,2400,0.004293694635526877,0.01,4107294500
PennyLane,0.44.1,lightning.qubit,all_to_all,12,5,5,60,50,3000,0.0006145140263169656,0.01,4107294500
PennyLane,0.44.1,lightning.qubit,all_to_all,12,5,6,72,50,3600,0.0004484949888012603,0.01,4107294500
PennyLane,0.44.1,lightning.qubit,all_to_all,12,5,7,84,50,4200,0.00027114407377598523,0.01,4107294500
PennyLane,0.44.1,lightning.qubit,all_to_all,12,5,8,96,50,4800,0.0003309163654785093,0.01,4107294500
PennyLane,0.44.1,lightning.qubit,all_to_all,12,5,9,108,50,5400,0.00037895729761683685,0.01,4107294500
PennyLane,0.44.1,lightning.qubit,all_to_all,12,5,10,120,50,6000,0.00034801309142272875,0.01,4107294500
PennyLane,0.44.1,lightning.qubit,all_to_all,12,5,11,132,50,6600,0.00027598987776516733,0.01,4107294500
PennyLane,0.44.1,lightning.qubit,all_to_all,12,5,12,144,50,7200,0.00025543339966453465,0.01,4107294500
PennyLane,0.44.1,lightning.qubit,all_to_all,12,5,13,156,50,7800,0.0002606912960860219,0.01,4107294500
PennyLane,0.44.1,lightning.qubit,all_to_all,12,5,14,168,50,8400,0.0002491344696952012,0.01,4107294500
PennyLane,0.44.1,lightning.qubit,all_to_all,12,5,15,180,50,9000,0.00023724813871335294,0.01,4107294500
PennyLane,0.44.1,lightning.qubit,all_to_all,12,5,16,192,50,9600,0.00024291063262608326,0.01,4107294500
PennyLane,0.44.1,lightning.qubit,all_to_all,12,5,17,204,50,10200,0.0002562374159739551,0.01,4107294500
PennyLane,0.44.1,lightning.qubit,all_to_all,12,5,18,216,50,10800,0.0002520107654909585,0.01,4107294500
PennyLane,0.44.1,lightning.qubit,all_to_all,12,5,19,228,50,11400,0.0002501193546032925,0.01,4107294500
PennyLane,0.44.1,lightning.qubit,all_to_all,12,5,20,240,50,12000,0.00024203064319996466,0.01,4107294500
PennyLane,0.44.1,lightning.qubit,all_to_all,12,5,21,252,50,12600,0.00022447016315186468,0.01,4107294500
PennyLane,0.44.1,lightning.qubit,all_to_all,12,5,22,264,50,13200,0.0002415816117612231,0.01,4107294500
PennyLane,0.44.1,lightning.qubit,all_to_all,12,5,23,276,50,13800,0.00024056339189148962,0.01,4107294500
PennyLane,0.44.1,lightning.qubit,all_to_all,12,5,24,288,50,14400,0.0002440736009157933,0.01,4107294500
PennyLane,0.44.1,lightning.qubit,all_to_all,12,5,25,300,50,15000,0.0002324178109686829,0.01,4107294500
PennyLane,0.44.1,lightning.qubit,all_to_all,12,5,26,312,50,15600,0.0002340665713448656,0.01,4107294500
PennyLane,0.44.1,lightning.qubit,all_to_all,12,5,27,324,50,16200,0.000247456937150201,0.01,4107294500
PennyLane,0.44.1,lightning.qubit,all_to_all,12,5,28,336,50,16800,0.00024994787847382654,0.01,4107294500
PennyLane,0.44.1,lightning.qubit,all_to_all,12,5,29,348,50,17400,0.00024913139058481225,0.01,4107294500
PennyLane,0.44.1,lightning.qubit,all_to_all,12,5,30,360,50,18000,0.0002416130080608538,0.01,4107294500
PennyLane,0.44.1,lightning.qubit,all_to_all,12,6,1,12,50,600,0.014759576226391312,0.01,2065370053
PennyLane,0.44.1,lightning.qubit,all_to_all,12,6,2,24,50,1200,0.01554869669315171,0.01,2065370053
PennyLane,0.44.1,lightning.qubit,all_to_all,12,6,3,36,50,1800,0.02190530295644046,0.01,2065370053
PennyLane,0.44.1,lightning.qubit,all_to_all,12,6,4,48,50,2400,0.0009645208035445761,0.01,2065370053
PennyLane,0.44.1,lightning.qubit,all_to_all,12,6,5,60,50,3000,0.0004927028844827962,0.01,2065370053
PennyLane,0.44.1,lightning.qubit,all_to_all,12,6,6,72,50,3600,0.0003501155831923494,0.01,2065370053
PennyLane,0.44.1,lightning.qubit,all_to_all,12,6,7,84,50,4200,0.0003413679002683089,0.01,2065370053
PennyLane,0.44.1,lightning.qubit,all_to_all,12,6,8,96,50,4800,0.00039869578801643267,0.01,2065370053
PennyLane,0.44.1,lightning.qubit,all_to_all,12,6,9,108,50,5400,0.00033023107848500566,0.01,2065370053
PennyLane,0.44.1,lightning.qubit,all_to_all,12,6,10,120,50,6000,0.0003498379853060157,0.01,2065370053
PennyLane,0.44.1,lightning.qubit,all_to_all,12,6,11,132,50,6600,0.00027984025067934203,0.01,2065370053
PennyLane,0.44.1,lightning.qubit,all_to_all,12,6,12,144,50,7200,0.0002739380860493817,0.01,2065370053
PennyLane,0.44.1,lightning.qubit,all_to_all,12,6,13,156,50,7800,0.00024377807203549345,0.01,2065370053
PennyLane,0.44.1,lightning.qubit,all_to_all,12,6,14,168,50,8400,0.00025889235628325907,0.01,2065370053
PennyLane,0.44.1,lightning.qubit,all_to_all,12,6,15,180,50,9000,0.0002639849572144097,0.01,2065370053
PennyLane,0.44.1,lightning.qubit,all_to_all,12,6,16,192,50,9600,0.0002596405027242021,0.01,2065370053
PennyLane,0.44.1,lightning.qubit,all_to_all,12,6,17,204,50,10200,0.00025693542266754183,0.01,2065370053
PennyLane,0.44.1,lightning.qubit,all_to_all,12,6,18,216,50,10800,0.00025558897752971555,0.01,2065370053
PennyLane,0.44.1,lightning.qubit,all_to_all,12,6,19,228,50,11400,0.00025874497491816837,0.01,2065370053
PennyLane,0.44.1,lightning.qubit,all_to_all,12,6,20,240,50,12000,0.0002404361275738561,0.01,2065370053
PennyLane,0.44.1,lightning.qubit,all_to_all,12,6,21,252,50,12600,0.00024001987669526037,0.01,2065370053
PennyLane,0.44.1,lightning.qubit,all_to_all,12,6,22,264,50,13200,0.0002507031327810841,0.01,2065370053
PennyLane,0.44.1,lightning.qubit,all_to_all,12,6,23,276,50,13800,0.00024181311481171272,0.01,2065370053
PennyLane,0.44.1,lightning.qubit,all_to_all,12,6,24,288,50,14400,0.0002418309733662461,0.01,2065370053
PennyLane,0.44.1,lightning.qubit,all_to_all,12,6,25,300,50,15000,0.00021943695917753353,0.01,2065370053
PennyLane,0.44.1,lightning.qubit,all_to_all,12,6,26,312,50,15600,0.0002421838605667863,0.01,2065370053
PennyLane,0.44.1,lightning.qubit,all_to_all,12,6,27,324,50,16200,0.00025496654281823223,0.01,2065370053
PennyLane,0.44.1,lightning.qubit,all_to_all,12,6,28,336,50,16800,0.0002486916030044062,0.01,2065370053
PennyLane,0.44.1,lightning.qubit,all_to_all,12,6,29,348,50,17400,0.00024763463155690627,0.01,2065370053
PennyLane,0.44.1,lightning.qubit,all_to_all,12,6,30,360,50,18000,0.00024833659429339893,0.01,2065370053
PennyLane,0.44.1,lightning.qubit,all_to_all,12,8,1,12,50,600,0.015934616633460325,0.01,4099531329
PennyLane,0.44.1,lightning.qubit,all_to_all,12,8,2,24,50,1200,0.013766504061928682,0.01,4099531329
PennyLane,0.44.1,lightning.qubit,all_to_all,12,8,3,36,50,1800,0.0007250592463241851,0.01,4099531329
PennyLane,0.44.1,lightning.qubit,all_to_all,12,8,4,48,50,2400,0.0005904746616848813,0.01,4099531329
PennyLane,0.44.1,lightning.qubit,all_to_all,12,8,5,60,50,3000,0.00042680831538816424,0.01,4099531329
PennyLane,0.44.1,lightning.qubit,all_to_all,12,8,6,72,50,3600,0.00037253796452368855,0.01,4099531329
PennyLane,0.44.1,lightning.qubit,all_to_all,12,8,7,84,50,4200,0.000391925100749347,0.01,4099531329
PennyLane,0.44.1,lightning.qubit,all_to_all,12,8,8,96,50,4800,0.0003720695375391294,0.01,4099531329
PennyLane,0.44.1,lightning.qubit,all_to_all,12,8,9,108,50,5400,0.00030201590995425625,0.01,4099531329
PennyLane,0.44.1,lightning.qubit,all_to_all,12,8,10,120,50,6000,0.00028995808429901275,0.01,4099531329
PennyLane,0.44.1,lightning.qubit,all_to_all,12,8,11,132,50,6600,0.0002912203735450744,0.01,4099531329
PennyLane,0.44.1,lightning.qubit,all_to_all,12,8,12,144,50,7200,0.00024191957572520037,0.01,4099531329
PennyLane,0.44.1,lightning.qubit,all_to_all,12,8,13,156,50,7800,0.0002602325047262436,0.01,4099531329
PennyLane,0.44.1,lightning.qubit,all_to_all,12,8,14,168,50,8400,0.00025634056418553887,0.01,4099531329
PennyLane,0.44.1,lightning.qubit,all_to_all,12,8,15,180,50,9000,0.0002625087950259094,0.01,4099531329
PennyLane,0.44.1,lightning.qubit,all_to_all,12,8,16,192,50,9600,0.00025941842734857295,0.01,4099531329
PennyLane,0.44.1,lightning.qubit,all_to_all,12,8,17,204,50,10200,0.00025544991857180346,0.01,4099531329
PennyLane,0.44.1,lightning.qubit,all_to_all,12,8,18,216,50,10800,0.0002478994311799065,0.01,4099531329
PennyLane,0.44.1,lightning.qubit,all_to_all,12,8,19,228,50,11400,0.0002506882723710845,0.01,4099531329
PennyLane,0.44.1,lightning.qubit,all_to_all,12,8,20,240,50,12000,0.0002485849160409108,0.01,4099531329
PennyLane,0.44.1,lightning.qubit,all_to_all,12,8,21,252,50,12600,0.00025433698953876736,0.01,4099531329
PennyLane,0.44.1,lightning.qubit,all_to_all,12,8,22,264,50,13200,0.00024220446780532856,0.01,4099531329
PennyLane,0.44.1,lightning.qubit,all_to_all,12,8,23,276,50,13800,0.00024153971404888654,0.01,4099531329
PennyLane,0.44.1,lightning.qubit,all_to_all,12,8,24,288,50,14400,0.0002299616951789335,0.01,4099531329
PennyLane,0.44.1,lightning.qubit,all_to_all,12,8,25,300,50,15000,0.0002512165951917178,0.01,4099531329
PennyLane,0.44.1,lightning.qubit,all_to_all,12,8,26,312,50,15600,0.00025282091192751387,0.01,4099531329
PennyLane,0.44.1,lightning.qubit,all_to_all,12,8,27,324,50,16200,0.0002545575328866423,0.01,4099531329
PennyLane,0.44.1,lightning.qubit,all_to_all,12,8,28,336,50,16800,0.00025240150417139595,0.01,4099531329
PennyLane,0.44.1,lightning.qubit,all_to_all,12,8,29,348,50,17400,0.00024541376782140795,0.01,4099531329
PennyLane,0.44.1,lightning.qubit,all_to_all,12,8,30,360,50,18000,0.0002504402598205979,0.01,4099531329
PennyLane,0.44.1,lightning.qubit,all_to_all,12,10,1,12,50,600,0.010481925669706016,0.01,3819871379
PennyLane,0.44.1,lightning.qubit,all_to_all,12,10,2,24,50,1200,0.0009419457062753423,0.01,3819871379
PennyLane,0.44.1,lightning.qubit,all_to_all,12,10,3,36,50,1800,0.001178996392399185,0.01,3819871379
PennyLane,0.44.1,lightning.qubit,all_to_all,12,10,4,48,50,2400,0.0010068973074291096,0.01,3819871379
PennyLane,0.44.1,lightning.qubit,all_to_all,12,10,5,60,50,3000,0.0006725245943282419,0.01,3819871379
PennyLane,0.44.1,lightning.qubit,all_to_all,12,10,6,72,50,3600,0.0004175857332979472,0.01,3819871379
PennyLane,0.44.1,lightning.qubit,all_to_all,12,10,7,84,50,4200,0.0004371847956618045,0.01,3819871379
PennyLane,0.44.1,lightning.qubit,all_to_all,12,10,8,96,50,4800,0.00033810358511220085,0.01,3819871379
PennyLane,0.44.1,lightning.qubit,all_to_all,12,10,9,108,50,5400,0.00030010350186669016,0.01,3819871379
PennyLane,0.44.1,lightning.qubit,all_to_all,12,10,10,120,50,6000,0.0002744023879655196,0.01,3819871379
PennyLane,0.44.1,lightning.qubit,all_to_all,12,10,11,132,50,6600,0.0002756392417653319,0.01,3819871379
PennyLane,0.44.1,lightning.qubit,all_to_all,12,10,12,144,50,7200,0.0002653613462998791,0.01,3819871379
PennyLane,0.44.1,lightning.qubit,all_to_all,12,10,13,156,50,7800,0.0002550772186238415,0.01,3819871379
PennyLane,0.44.1,lightning.qubit,all_to_all,12,10,14,168,50,8400,0.0002640980708197021,0.01,3819871379
PennyLane,0.44.1,lightning.qubit,all_to_all,12,10,15,180,50,9000,0.000262061645947482,0.01,3819871379
PennyLane,0.44.1,lightning.qubit,all_to_all,12,10,16,192,50,9600,0.00027215736777934336,0.01,3819871379
PennyLane,0.44.1,lightning.qubit,all_to_all,12,10,17,204,50,10200,0.0002618080449483061,0.01,3819871379
PennyLane,0.44.1,lightning.qubit,all_to_all,12,10,18,216,50,10800,0.0002534792261383371,0.01,3819871379
PennyLane,0.44.1,lightning.qubit,all_to_all,12,10,19,228,50,11400,0.0002553652892529086,0.01,3819871379
PennyLane,0.44.1,lightning.qubit,all_to_all,12,10,20,240,50,12000,0.0002461628246336796,0.01,3819871379
PennyLane,0.44.1,lightning.qubit,all_to_all,12,10,21,252,50,12600,0.0002502106053252906,0.01,3819871379
PennyLane,0.44.1,lightning.qubit,all_to_all,12,10,22,264,50,13200,0.00024857929172346127,0.01,3819871379
PennyLane,0.44.1,lightning.qubit,all_to_all,12,10,23,276,50,13800,0.00023950877839537546,0.01,3819871379
PennyLane,0.44.1,lightning.qubit,all_to_all,12,10,24,288,50,14400,0.00025283373003486876,0.01,3819871379
PennyLane,0.44.1,lightning.qubit,all_to_all,12,10,25,300,50,15000,0.0002500143785089199,0.01,3819871379
PennyLane,0.44.1,lightning.qubit,all_to_all,12,10,26,312,50,15600,0.0002504012502178823,0.01,3819871379
PennyLane,0.44.1,lightning.qubit,all_to_all,12,10,27,324,50,16200,0.00025246759907617515,0.01,3819871379
PennyLane,0.44.1,lightning.qubit,all_to_all,12,10,28,336,50,16800,0.0002560498396844064,0.01,3819871379
PennyLane,0.44.1,lightning.qubit,all_to_all,12,10,29,348,50,17400,0.00024994310600290906,0.01,3819871379
PennyLane,0.44.1,lightning.qubit,all_to_all,12,10,30,360,50,18000,0.0002464804863325006,0.01,3819871379
PennyLane,0.44.1,lightning.qubit,all_to_all,12,12,1,12,50,600,0.007377065130127877,0.01,1335739090
PennyLane,0.44.1,lightning.qubit,all_to_all,12,12,2,24,50,1200,0.003201721178519824,0.01,1335739090
PennyLane,0.44.1,lightning.qubit,all_to_all,12,12,3,36,50,1800,0.0020185170183644216,0.01,1335739090
PennyLane,0.44.1,lightning.qubit,all_to_all,12,12,4,48,50,2400,0.0017711459888671006,0.01,1335739090
PennyLane,0.44.1,lightning.qubit,all_to_all,12,12,5,60,50,3000,0.0013646865157644092,0.01,1335739090
PennyLane,0.44.1,lightning.qubit,all_to_all,12,12,6,72,50,3600,0.0008643479932190451,0.01,1335739090
PennyLane,0.44.1,lightning.qubit,all_to_all,12,12,7,84,50,4200,0.0004852527758147229,0.01,1335739090
PennyLane,0.44.1,lightning.qubit,all_to_all,12,12,8,96,50,4800,0.0004748909842785568,0.01,1335739090
PennyLane,0.44.1,lightning.qubit,all_to_all,12,12,9,108,50,5400,0.00040447683067110213,0.01,1335739090
PennyLane,0.44.1,lightning.qubit,all_to_all,12,12,10,120,50,6000,0.0003021441940363561,0.01,1335739090
PennyLane,0.44.1,lightning.qubit,all_to_all,12,12,11,132,50,6600,0.00028136019212297576,0.01,1335739090
PennyLane,0.44.1,lightning.qubit,all_to_all,12,12,12,144,50,7200,0.00026331060496313715,0.01,1335739090
PennyLane,0.44.1,lightning.qubit,all_to_all,12,12,13,156,50,7800,0.00024602714364159055,0.01,1335739090
PennyLane,0.44.1,lightning.qubit,all_to_all,12,12,14,168,50,8400,0.00025421827292494893,0.01,1335739090
PennyLane,0.44.1,lightning.qubit,all_to_all,12,12,15,180,50,9000,0.0002479491371449385,0.01,1335739090
PennyLane,0.44.1,lightning.qubit,all_to_all,12,12,16,192,50,9600,0.0002461632501122291,0.01,1335739090
PennyLane,0.44.1,lightning.qubit,all_to_all,12,12,17,204,50,10200,0.000246825286274986,0.01,1335739090
PennyLane,0.44.1,lightning.qubit,all_to_all,12,12,18,216,50,10800,0.0002452922239071888,0.01,1335739090
PennyLane,0.44.1,lightning.qubit,all_to_all,12,12,19,228,50,11400,0.0002449360015573663,0.01,1335739090
PennyLane,0.44.1,lightning.qubit,all_to_all,12,12,20,240,50,12000,0.00024915723570345286,0.01,1335739090
PennyLane,0.44.1,lightning.qubit,all_to_all,12,12,21,252,50,12600,0.00024551396262089813,0.01,1335739090
PennyLane,0.44.1,lightning.qubit,all_to_all,12,12,22,264,50,13200,0.00024559734824351645,0.01,1335739090
PennyLane,0.44.1,lightning.qubit,all_to_all,12,12,23,276,50,13800,0.00024804221478582223,0.01,1335739090
PennyLane,0.44.1,lightning.qubit,all_to_all,12,12,24,288,50,14400,0.00024332383076085972,0.01,1335739090
PennyLane,0.44.1,lightning.qubit,all_to_all,12,12,25,300,50,15000,0.00024102141509333046,0.01,1335739090
PennyLane,0.44.1,lightning.qubit,all_to_all,12,12,26,312,50,15600,0.00024382390414597472,0.01,1335739090
PennyLane,0.44.1,lightning.qubit,all_to_all,12,12,27,324,50,16200,0.0002480681332384167,0.01,1335739090
PennyLane,0.44.1,lightning.qubit,all_to_all,12,12,28,336,50,16800,0.0002500176212018716,0.01,1335739090
PennyLane,0.44.1,lightning.qubit,all_to_all,12,12,29,348,50,17400,0.0002464468093804716,0.01,1335739090
PennyLane,0.44.1,lightning.qubit,all_to_all,12,12,30,360,50,18000,0.00024739588736857833,0.01,1335739090
PennyLane,0.44.1,lightning.qubit,all_to_all,14,2,1,14,50,700,0.036080838943311766,0.01,1468905026
PennyLane,0.44.1,lightning.qubit,all_to_all,14,2,2,28,50,1400,0.023875590791455226,0.01,1468905026
PennyLane,0.44.1,lightning.qubit,all_to_all,14,2,3,42,50,2100,0.012509015029182877,0.01,1468905026
PennyLane,0.44.1,lightning.qubit,all_to_all,14,2,4,56,50,2800,0.006014761668175122,0.01,1468905026
PennyLane,0.44.1,lightning.qubit,all_to_all,14,2,5,70,50,3500,0.003501954807970288,0.01,1468905026
PennyLane,0.44.1,lightning.qubit,all_to_all,14,2,6,84,50,4200,0.0064241755799534245,0.01,1468905026
PennyLane,0.44.1,lightning.qubit,all_to_all,14,2,7,98,50,4900,0.00033775145472713367,0.01,1468905026
PennyLane,0.44.1,lightning.qubit,all_to_all,14,2,8,112,50,5600,0.0001994660422875725,0.01,1468905026
PennyLane,0.44.1,lightning.qubit,all_to_all,14,2,9,126,50,6300,0.00012471783930000985,0.01,1468905026
PennyLane,0.44.1,lightning.qubit,all_to_all,14,2,10,140,50,7000,9.106231863451602e-05,0.01,1468905026
PennyLane,0.44.1,lightning.qubit,all_to_all,14,2,11,154,50,7700,8.328505843078227e-05,0.01,1468905026
PennyLane,0.44.1,lightning.qubit,all_to_all,14,2,12,168,50,8400,7.658214395384901e-05,0.01,1468905026
PennyLane,0.44.1,lightning.qubit,all_to_all,14,2,13,182,50,9100,7.852272261160386e-05,0.01,1468905026
PennyLane,0.44.1,lightning.qubit,all_to_all,14,2,14,196,50,9800,7.344965361700067e-05,0.01,1468905026
PennyLane,0.44.1,lightning.qubit,all_to_all,14,2,15,210,50,10500,6.476548896770292e-05,0.01,1468905026
PennyLane,0.44.1,lightning.qubit,all_to_all,14,2,16,224,50,11200,5.7119543529269694e-05,0.01,1468905026
PennyLane,0.44.1,lightning.qubit,all_to_all,14,2,17,238,50,11900,5.790311775123383e-05,0.01,1468905026
PennyLane,0.44.1,lightning.qubit,all_to_all,14,2,18,252,50,12600,5.627930268038498e-05,0.01,1468905026
PennyLane,0.44.1,lightning.qubit,all_to_all,14,2,19,266,50,13300,5.496629864315711e-05,0.01,1468905026
PennyLane,0.44.1,lightning.qubit,all_to_all,14,2,20,280,50,14000,5.929426974956279e-05,0.01,1468905026
PennyLane,0.44.1,lightning.qubit,all_to_all,14,2,21,294,50,14700,5.839656237990144e-05,0.01,1468905026
PennyLane,0.44.1,lightning.qubit,all_to_all,14,2,22,308,50,15400,6.142065207841876e-05,0.01,1468905026
PennyLane,0.44.1,lightning.qubit,all_to_all,14,2,23,322,50,16100,5.982275119739976e-05,0.01,1468905026
PennyLane,0.44.1,lightning.qubit,all_to_all,14,2,24,336,50,16800,6.091548056067938e-05,0.01,1468905026
PennyLane,0.44.1,lightning.qubit,all_to_all,14,2,25,350,50,17500,5.874889604657655e-05,0.01,1468905026
PennyLane,0.44.1,lightning.qubit,all_to_all,14,2,26,364,50,18200,5.561272579149819e-05,0.01,1468905026
PennyLane,0.44.1,lightning.qubit,all_to_all,14,2,27,378,50,18900,5.550102201508636e-05,0.01,1468905026
PennyLane,0.44.1,lightning.qubit,all_to_all,14,2,28,392,50,19600,5.6071506930837835e-05,0.01,1468905026
PennyLane,0.44.1,lightning.qubit,all_to_all,14,2,29,406,50,20300,5.7667572961763845e-05,0.01,1468905026
PennyLane,0.44.1,lightning.qubit,all_to_all,14,2,30,420,50,21000,5.705511897982256e-05,0.01,1468905026
PennyLane,0.44.1,lightning.qubit,all_to_all,14,3,1,14,50,700,0.02749421903723615,0.01,1624422762
PennyLane,0.44.1,lightning.qubit,all_to_all,14,3,2,28,50,1400,0.013112769733300276,0.01,1624422762
PennyLane,0.44.1,lightning.qubit,all_to_all,14,3,3,42,50,2100,0.005950024898685809,0.01,1624422762
PennyLane,0.44.1,lightning.qubit,all_to_all,14,3,4,56,50,2800,0.002279420645399537,0.01,1624422762
PennyLane,0.44.1,lightning.qubit,all_to_all,14,3,5,70,50,3500,0.006288549061321876,0.01,1624422762
PennyLane,0.44.1,lightning.qubit,all_to_all,14,3,6,84,50,4200,0.0020400782647563534,0.01,1624422762
PennyLane,0.44.1,lightning.qubit,all_to_all,14,3,7,98,50,4900,0.0002412657867298927,0.01,1624422762
PennyLane,0.44.1,lightning.qubit,all_to_all,14,3,8,112,50,5600,0.00011026952287968047,0.01,1624422762
PennyLane,0.44.1,lightning.qubit,all_to_all,14,3,9,126,50,6300,9.183868080615108e-05,0.01,1624422762
PennyLane,0.44.1,lightning.qubit,all_to_all,14,3,10,140,50,7000,7.976117245490128e-05,0.01,1624422762
PennyLane,0.44.1,lightning.qubit,all_to_all,14,3,11,154,50,7700,7.267299595937179e-05,0.01,1624422762
PennyLane,0.44.1,lightning.qubit,all_to_all,14,3,12,168,50,8400,7.733122586988164e-05,0.01,1624422762
PennyLane,0.44.1,lightning.qubit,all_to_all,14,3,13,182,50,9100,0.00011541667220819173,0.01,1624422762
PennyLane,0.44.1,lightning.qubit,all_to_all,14,3,14,196,50,9800,7.230876382736247e-05,0.01,1624422762
PennyLane,0.44.1,lightning.qubit,all_to_all,14,3,15,210,50,10500,5.8894710527355135e-05,0.01,1624422762
PennyLane,0.44.1,lightning.qubit,all_to_all,14,3,16,224,50,11200,5.827507250023421e-05,0.01,1624422762
PennyLane,0.44.1,lightning.qubit,all_to_all,14,3,17,238,50,11900,5.974671188686733e-05,0.01,1624422762
PennyLane,0.44.1,lightning.qubit,all_to_all,14,3,18,252,50,12600,5.345548908222447e-05,0.01,1624422762
PennyLane,0.44.1,lightning.qubit,all_to_all,14,3,19,266,50,13300,5.548479353241568e-05,0.01,1624422762
PennyLane,0.44.1,lightning.qubit,all_to_all,14,3,20,280,50,14000,6.034966799199033e-05,0.01,1624422762
PennyLane,0.44.1,lightning.qubit,all_to_all,14,3,21,294,50,14700,6.032533758335046e-05,0.01,1624422762
PennyLane,0.44.1,lightning.qubit,all_to_all,14,3,22,308,50,15400,6.179673671036108e-05,0.01,1624422762
PennyLane,0.44.1,lightning.qubit,all_to_all,14,3,23,322,50,16100,6.069710812554581e-05,0.01,1624422762
PennyLane,0.44.1,lightning.qubit,all_to_all,14,3,24,336,50,16800,5.928153351185254e-05,0.01,1624422762
PennyLane,0.44.1,lightning.qubit,all_to_all,14,3,25,350,50,17500,5.995543239070449e-05,0.01,1624422762
PennyLane,0.44.1,lightning.qubit,all_to_all,14,3,26,364,50,18200,5.548610142716352e-05,0.01,1624422762
PennyLane,0.44.1,lightning.qubit,all_to_all,14,3,27,378,50,18900,5.799351697203054e-05,0.01,1624422762
PennyLane,0.44.1,lightning.qubit,all_to_all,14,3,28,392,50,19600,5.8444533096117785e-05,0.01,1624422762
PennyLane,0.44.1,lightning.qubit,all_to_all,14,3,29,406,50,20300,5.851389183742316e-05,0.01,1624422762
PennyLane,0.44.1,lightning.qubit,all_to_all,14,3,30,420,50,21000,5.9866533606080104e-05,0.01,1624422762
PennyLane,0.44.1,lightning.qubit,all_to_all,14,4,1,14,50,700,0.017375887252564764,0.01,4196839742
PennyLane,0.44.1,lightning.qubit,all_to_all,14,4,2,28,50,1400,0.005551025578667595,0.01,4196839742
PennyLane,0.44.1,lightning.qubit,all_to_all,14,4,3,42,50,2100,0.0026813918492580085,0.01,4196839742
PennyLane,0.44.1,lightning.qubit,all_to_all,14,4,4,56,50,2800,0.002079045129740237,0.01,4196839742
PennyLane,0.44.1,lightning.qubit,all_to_all,14,4,5,70,50,3500,0.010696006659277758,0.01,4196839742
PennyLane,0.44.1,lightning.qubit,all_to_all,14,4,6,84,50,4200,0.0003124033880410273,0.01,4196839742
PennyLane,0.44.1,lightning.qubit,all_to_all,14,4,7,98,50,4900,0.00010152109438956982,0.01,4196839742
PennyLane,0.44.1,lightning.qubit,all_to_all,14,4,8,112,50,5600,9.273848297276317e-05,0.01,4196839742
PennyLane,0.44.1,lightning.qubit,all_to_all,14,4,9,126,50,6300,7.56533863838193e-05,0.01,4196839742
PennyLane,0.44.1,lightning.qubit,all_to_all,14,4,10,140,50,7000,6.940109148135271e-05,0.01,4196839742
PennyLane,0.44.1,lightning.qubit,all_to_all,14,4,11,154,50,7700,8.503197256470154e-05,0.01,4196839742
PennyLane,0.44.1,lightning.qubit,all_to_all,14,4,12,168,50,8400,7.490641130163525e-05,0.01,4196839742
PennyLane,0.44.1,lightning.qubit,all_to_all,14,4,13,182,50,9100,7.539651035556366e-05,0.01,4196839742
PennyLane,0.44.1,lightning.qubit,all_to_all,14,4,14,196,50,9800,6.511676926798708e-05,0.01,4196839742
PennyLane,0.44.1,lightning.qubit,all_to_all,14,4,15,210,50,10500,6.183227466588625e-05,0.01,4196839742
PennyLane,0.44.1,lightning.qubit,all_to_all,14,4,16,224,50,11200,6.045890065707761e-05,0.01,4196839742
PennyLane,0.44.1,lightning.qubit,all_to_all,14,4,17,238,50,11900,5.9386512076255575e-05,0.01,4196839742
PennyLane,0.44.1,lightning.qubit,all_to_all,14,4,18,252,50,12600,5.7001020430726445e-05,0.01,4196839742
PennyLane,0.44.1,lightning.qubit,all_to_all,14,4,19,266,50,13300,6.0738097734292e-05,0.01,4196839742
PennyLane,0.44.1,lightning.qubit,all_to_all,14,4,20,280,50,14000,6.054957030650793e-05,0.01,4196839742
PennyLane,0.44.1,lightning.qubit,all_to_all,14,4,21,294,50,14700,6.270067291690948e-05,0.01,4196839742
PennyLane,0.44.1,lightning.qubit,all_to_all,14,4,22,308,50,15400,6.153599024945837e-05,0.01,4196839742
PennyLane,0.44.1,lightning.qubit,all_to_all,14,4,23,322,50,16100,6.259238005378509e-05,0.01,4196839742
PennyLane,0.44.1,lightning.qubit,all_to_all,14,4,24,336,50,16800,6.010102997844936e-05,0.01,4196839742
PennyLane,0.44.1,lightning.qubit,all_to_all,14,4,25,350,50,17500,5.778710629158465e-05,0.01,4196839742
