framework,framework_version,simulator,architecture,n,k,depth,n_params,n_param_sets,n_grad_components,var_pooled,threshold,configuration_seed
PennyLane,0.44.1,lightning.qubit,brickwall_1d,12,6,29,348,50,17400,0.0005893723970200057,0.01,910512241
PennyLane,0.44.1,lightning.qubit,brickwall_1d,12,6,30,360,50,18000,0.0006103642878203912,0.01,910512241
PennyLane,0.44.1,lightning.qubit,brickwall_1d,12,8,1,12,50,600,0.020844371618027293,0.01,1612888048
PennyLane,0.44.1,lightning.qubit,brickwall_1d,12,8,2,24,50,1200,0.006457926087455155,0.01,1612888048
PennyLane,0.44.1,lightning.qubit,brickwall_1d,12,8,3,36,50,1800,0.004355077641232096,0.01,1612888048
PennyLane,0.44.1,lightning.qubit,brickwall_1d,12,8,4,48,50,2400,0.004285726933545773,0.01,1612888048
PennyLane,0.44.1,lightning.qubit,brickwall_1d,12,8,5,60,50,3000,0.0031496309268429267,0.01,1612888048
PennyLane,0.44.1,lightning.qubit,brickwall_1d,12,8,6,72,50,3600,0.0024037189968139834,0.01,1612888048
PennyLane,0.44.1,lightning.qubit,brickwall_1d,12,8,7,84,50,4200,0.002381770262359423,0.01,1612888048
PennyLane,0.44.1,lightning.qubit,brickwall_1d,12,8,8,96,50,4800,0.0019962051141800626,0.01,1612888048
PennyLane,0.44.1,lightning.qubit,brickwall_1d,12,8,9,108,50,5400,0.0015704842856567396,0.01,1612888048
PennyLane,0.44.1,lightning.qubit,brickwall_1d,12,8,10,120,50,6000,0.0016306826346458407,0.01,1612888048
PennyLane,0.44.1,lightning.qubit,brickwall_1d,12,8,11,132,50,6600,0.001153090797908175,0.01,1612888048
PennyLane,0.44.1,lightning.qubit,brickwall_1d,12,8,12,144,50,7200,0.0012731832141549063,0.01,1612888048
PennyLane,0.44.1,lightning.qubit,brickwall_1d,12,8,13,156,50,7800,0.0008470097770579666,0.01,1612888048
PennyLane,0.44.1,lightning.qubit,brickwall_1d,12,8,14,168,50,8400,0.0009594636877098886,0.01,1612888048
PennyLane,0.44.1,lightning.qubit,brickwall_1d,12,8,15,180,50,9000,0.000777843898165122,0.01,1612888048
PennyLane,0.44.1,lightning.qubit,brickwall_1d,12,8,16,192,50,9600,0.000857946725848188,0.01,1612888048
PennyLane,0.44.1,lightning.qubit,brickwall_1d,12,8,17,204,50,10200,0.0006081613241731594,0.01,1612888048
PennyLane,0.44.1,lightning.qubit,brickwall_1d,12,8,18,216,50,10800,0.000684390221309579,0.01,1612888048
PennyLane,0.44.1,lightning.qubit,brickwall_1d,12,8,19,228,50,11400,0.0005787701776726275,0.01,1612888048
PennyLane,0.44.1,lightning.qubit,brickwall_1d,12,8,20,240,50,12000,0.0005880827260882333,0.01,1612888048
PennyLane,0.44.1,lightning.qubit,brickwall_1d,12,8,21,252,50,12600,0.0004759479480976061,0.01,1612888048
PennyLane,0.44.1,lightning.qubit,brickwall_1d,12,8,22,264,50,13200,0.0005503119725565251,0.01,1612888048
PennyLane,0.44.1,lightning.qubit,brickwall_1d,12,8,23,276,50,13800,0.0004364048117144104,0.01,1612888048
PennyLane,0.44.1,lightning.qubit,brickwall_1d,12,8,24,288,50,14400,0.0005015409927105442,0.01,1612888048
PennyLane,0.44.1,lightning.qubit,brickwall_1d,12,8,25,300,50,15000,0.0004073112059624726,0.01,1612888048
PennyLane,0.44.1,lightning.qubit,brickwall_1d,12,8,26,312,50,15600,0.00041449837726836495,0.01,1612888048
PennyLane,0.44.1,lightning.qubit,brickwall_1d,12,8,27,324,50,16200,0.0003672570080423742,0.01,1612888048
PennyLane,0.44.1,lightning.qubit,brickwall_1d,12,8,28,336,50,16800,0.000375989609864602,0.01,1612888048
PennyLane,0.44.1,lightning.qubit,brickwall_1d,12,8,29,348,50,17400,0.00037320061156567784,0.01,1612888048
PennyLane,0.44.1,lightning.qubit,brickwall_1d,12,8,30,360,50,18000,0.0003562151300951632,0.01,1612888048
PennyLane,0.44.1,lightning.qubit,brickwall_1d,12,10,1,12,50,600,0.012129033578987652,0.01,3021478325
PennyLane,0.44.1,lightning.qubit,brickwall_1d,12,10,2,24,50,1200,0.004129873934982994,0.01,3021478325
PennyLane,0.44.1,lightning.qubit,brickwall_1d,12,10,3,36,50,1800,0.0014641547779022188,0.01,3021478325
PennyLane,0.44.1,lightning.qubit,brickwall_1d,12,10,4,48,50,2400,0.0013973432990394441,0.01,3021478325
PennyLane,0.44.1,lightning.qubit,brickwall_1d,12,10,5,60,50,3000,0.001000414481652186,0.01,3021478325
PennyLane,0.44.1,lightning.qubit,brickwall_1d,12,10,6,72,50,3600,0.001048222624235951,0.01,3021478325
PennyLane,0.44.1,lightning.qubit,brickwall_1d,12,10,7,84,50,4200,0.0009833298671219366,0.01,3021478325
PennyLane,0.44.1,lightning.qubit,brickwall_1d,12,10,8,96,50,4800,0.0010009357301255621,0.01,3021478325
PennyLane,0.44.1,lightning.qubit,brickwall_1d,12,10,9,108,50,5400,0.0007113177884487735,0.01,3021478325
PennyLane,0.44.1,lightning.qubit,brickwall_1d,12,10,10,120,50,6000,0.0007392292123222252,0.01,3021478325
PennyLane,0.44.1,lightning.qubit,brickwall_1d,12,10,11,132,50,6600,0.0006536243333389864,0.01,3021478325
PennyLane,0.44.1,lightning.qubit,brickwall_1d,12,10,12,144,50,7200,0.0006330142117141772,0.01,3021478325
PennyLane,0.44.1,lightning.qubit,brickwall_1d,12,10,13,156,50,7800,0.0004931736650819729,0.01,3021478325
PennyLane,0.44.1,lightning.qubit,brickwall_1d,12,10,14,168,50,8400,0.0005050705858347118,0.01,3021478325
PennyLane,0.44.1,lightning.qubit,brickwall_1d,12,10,15,180,50,9000,0.0004500165066501527,0.01,3021478325
PennyLane,0.44.1,lightning.qubit,brickwall_1d,12,10,16,192,50,9600,0.0003824439038202848,0.01,3021478325
PennyLane,0.44.1,lightning.qubit,brickwall_1d,12,10,17,204,50,10200,0.0004546027799188464,0.01,3021478325
PennyLane,0.44.1,lightning.qubit,brickwall_1d,12,10,18,216,50,10800,0.00037792761517851367,0.01,3021478325
PennyLane,0.44.1,lightning.qubit,brickwall_1d,12,10,19,228,50,11400,0.00038909185152006203,0.01,3021478325
PennyLane,0.44.1,lightning.qubit,brickwall_1d,12,10,20,240,50,12000,0.0004038514403032512,0.01,3021478325
PennyLane,0.44.1,lightning.qubit,brickwall_1d,12,10,21,252,50,12600,0.0003431496642604909,0.01,3021478325
PennyLane,0.44.1,lightning.qubit,brickwall_1d,12,10,22,264,50,13200,0.0003492553104910919,0.01,3021478325
PennyLane,0.44.1,lightning.qubit,brickwall_1d,12,10,23,276,50,13800,0.00031627894534930797,0.01,3021478325
PennyLane,0.44.1,lightning.qubit,brickwall_1d,12,10,24,288,50,14400,0.00032809102960726464,0.01,3021478325
PennyLane,0.44.1,lightning.qubit,brickwall_1d,12,10,25,300,50,15000,0.0003118898683490144,0.01,3021478325
PennyLane,0.44.1,lightning.qubit,brickwall_1d,12,10,26,312,50,15600,0.0003147416071548117,0.01,3021478325
PennyLane,0.44.1,lightning.qubit,brickwall_1d,12,10,27,324,50,16200,0.00030362215865258535,0.01,3021478325
PennyLane,0.44.1,lightning.qubit,brickwall_1d,12,10,28,336,50,16800,0.00028583280656235946,0.01,3021478325
PennyLane,0.44.1,lightning.qubit,brickwall_1d,12,10,29,348,50,17400,0.00028081899677801365,0.01,3021478325
PennyLane,0.44.1,lightning.qubit,brickwall_1d,12,10,30,360,50,18000,0.00028209659644600615,0.01,3021478325
PennyLane,0.44.1,lightning.qubit,brickwall_1d,12,12,1,12,50,600,0.008945018537260907,0.01,2263635418
PennyLane,0.44.1,lightning.qubit,brickwall_1d,12,12,2,24,50,1200,0.001356199975864508,0.01,2263635418
PennyLane,0.44.1,lightning.qubit,brickwall_1d,12,12,3,36,50,1800,0.0014240227982695768,0.01,2263635418
PennyLane,0.44.1,lightning.qubit,brickwall_1d,12,12,4,48,50,2400,0.000744782458313049,0.01,2263635418
PennyLane,0.44.1,lightning.qubit,brickwall_1d,12,12,5,60,50,3000,0.0005558121891059386,0.01,2263635418
PennyLane,0.44.1,lightning.qubit,brickwall_1d,12,12,6,72,50,3600,0.0006440110213691855,0.01,2263635418
PennyLane,0.44.1,lightning.qubit,brickwall_1d,12,12,7,84,50,4200,0.000671158191220665,0.01,2263635418
PennyLane,0.44.1,lightning.qubit,brickwall_1d,12,12,8,96,50,4800,0.0004498290197920706,0.01,2263635418
PennyLane,0.44.1,lightning.qubit,brickwall_1d,12,12,9,108,50,5400,0.0005068044918460389,0.01,2263635418
PennyLane,0.44.1,lightning.qubit,brickwall_1d,12,12,10,120,50,6000,0.0005312771386808282,0.01,2263635418
PennyLane,0.44.1,lightning.qubit,brickwall_1d,12,12,11,132,50,6600,0.0005818494691263188,0.01,2263635418
PennyLane,0.44.1,lightning.qubit,brickwall_1d,12,12,12,144,50,7200,0.00042026571091821136,0.01,2263635418
PennyLane,0.44.1,lightning.qubit,brickwall_1d,12,12,13,156,50,7800,0.0003769898095886796,0.01,2263635418
PennyLane,0.44.1,lightning.qubit,brickwall_1d,12,12,14,168,50,8400,0.0004622049784149551,0.01,2263635418
PennyLane,0.44.1,lightning.qubit,brickwall_1d,12,12,15,180,50,9000,0.0004117741114765995,0.01,2263635418
PennyLane,0.44.1,lightning.qubit,brickwall_1d,12,12,16,192,50,9600,0.00036492111831352774,0.01,2263635418
PennyLane,0.44.1,lightning.qubit,brickwall_1d,12,12,17,204,50,10200,0.0003898096526818205,0.01,2263635418
PennyLane,0.44.1,lightning.qubit,brickwall_1d,12,12,18,216,50,10800,0.00037908710772871355,0.01,2263635418
PennyLane,0.44.1,lightning.qubit,brickwall_1d,12,12,19,228,50,11400,0.0003028421514350676,0.01,2263635418
PennyLane,0.44.1,lightning.qubit,brickwall_1d,12,12,20,240,50,12000,0.00032596115784902735,0.01,2263635418
PennyLane,0.44.1,lightning.qubit,brickwall_1d,12,12,21,252,50,12600,0.0003435649510411567,0.01,2263635418
PennyLane,0.44.1,lightning.qubit,brickwall_1d,12,12,22,264,50,13200,0.0002944147172761758,0.01,2263635418
PennyLane,0.44.1,lightning.qubit,brickwall_1d,12,12,23,276,50,13800,0.00032024118341350896,0.01,2263635418
PennyLane,0.44.1,lightning.qubit,brickwall_1d,12,12,24,288,50,14400,0.00033278403704774934,0.01,2263635418
PennyLane,0.44.1,lightning.qubit,brickwall_1d,12,12,25,300,50,15000,0.00030487004099260146,0.01,2263635418
PennyLane,0.44.1,lightning.qubit,brickwall_1d,12,12,26,312,50,15600,0.00032802443780712893,0.01,2263635418
PennyLane,0.44.1,lightning.qubit,brickwall_1d,12,12,27,324,50,16200,0.00028284628851192725,0.01,2263635418
PennyLane,0.44.1,lightning.qubit,brickwall_1d,12,12,28,336,50,16800,0.0002706085410609394,0.01,2263635418
PennyLane,0.44.1,lightning.qubit,brickwall_1d,12,12,29,348,50,17400,0.0002809656349517799,0.01,2263635418
PennyLane,0.44.1,lightning.qubit,brickwall_1d,12,12,30,360,50,18000,0.0002790873479559757,0.01,2263635418
PennyLane,0.44.1,lightning.qubit,brickwall_1d,14,2,1,14,50,700,0.03819145668208855,0.01,2830028685
PennyLane,0.44.1,lightning.qubit,brickwall_1d,14,2,2,28,50,1400,0.033576544820960716,0.01,2830028685
PennyLane,0.44.1,lightning.qubit,brickwall_1d,14,2,3,42,50,2100,0.025251078421869678,0.01,2830028685
PennyLane,0.44.1,lightning.qubit,brickwall_1d,14,2,4,56,50,2800,0.026674317926245174,0.01,2830028685
PennyLane,0.44.1,lightning.qubit,brickwall_1d,14,2,5,70,50,3500,0.018837592681991863,0.01,2830028685
PennyLane,0.44.1,lightning.qubit,brickwall_1d,14,2,6,84,50,4200,0.020734318473093098,0.01,2830028685
PennyLane,0.44.1,lightning.qubit,brickwall_1d,14,2,7,98,50,4900,0.015213701692470003,0.01,2830028685
PennyLane,0.44.1,lightning.qubit,brickwall_1d,14,2,8,112,50,5600,0.016598095294510524,0.01,2830028685
PennyLane,0.44.1,lightning.qubit,brickwall_1d,14,2,9,126,50,6300,0.012323029846803057,0.01,2830028685
PennyLane,0.44.1,lightning.qubit,brickwall_1d,14,2,10,140,50,7000,0.01518977186019482,0.01,2830028685
PennyLane,0.44.1,lightning.qubit,brickwall_1d,14,2,11,154,50,7700,0.012044918469593996,0.01,2830028685
PennyLane,0.44.1,lightning.qubit,brickwall_1d,14,2,12,168,50,8400,0.013330900993793495,0.01,2830028685
PennyLane,0.44.1,lightning.qubit,brickwall_1d,14,2,13,182,50,9100,0.008593117041797655,0.01,2830028685
PennyLane,0.44.1,lightning.qubit,brickwall_1d,14,2,14,196,50,9800,0.009126222449091038,0.01,2830028685
PennyLane,0.44.1,lightning.qubit,brickwall_1d,14,2,15,210,50,10500,0.007704583519689506,0.01,2830028685
PennyLane,0.44.1,lightning.qubit,brickwall_1d,14,2,16,224,50,11200,0.007132905941915738,0.01,2830028685
PennyLane,0.44.1,lightning.qubit,brickwall_1d,14,2,17,238,50,11900,0.006595165813794834,0.01,2830028685
PennyLane,0.44.1,lightning.qubit,brickwall_1d,14,2,18,252,50,12600,0.007031929296592418,0.01,2830028685
PennyLane,0.44.1,lightning.qubit,brickwall_1d,14,2,19,266,50,13300,0.005003484735068644,0.01,2830028685
PennyLane,0.44.1,lightning.qubit,brickwall_1d,14,2,20,280,50,14000,0.005248892375892761,0.01,2830028685
PennyLane,0.44.1,lightning.qubit,brickwall_1d,14,2,21,294,50,14700,0.004935001033242135,0.01,2830028685
PennyLane,0.44.1,lightning.qubit,brickwall_1d,14,2,22,308,50,15400,0.005183624993447577,0.01,2830028685
PennyLane,0.44.1,lightning.qubit,brickwall_1d,14,2,23,322,50,16100,0.0037587821325101864,0.01,2830028685
PennyLane,0.44.1,lightning.qubit,brickwall_1d,14,2,24,336,50,16800,0.004082035326637834,0.01,2830028685
PennyLane,0.44.1,lightning.qubit,brickwall_1d,14,2,25,350,50,17500,0.002696766726540954,0.01,2830028685
PennyLane,0.44.1,lightning.qubit,brickwall_1d,14,2,26,364,50,18200,0.003195900834256531,0.01,2830028685
PennyLane,0.44.1,lightning.qubit,brickwall_1d,14,2,27,378,50,18900,0.00219841072201465,0.01,2830028685
PennyLane,0.44.1,lightning.qubit,brickwall_1d,14,2,28,392,50,19600,0.0025887938617287945,0.01,2830028685
PennyLane,0.44.1,lightning.qubit,brickwall_1d,14,2,29,406,50,20300,0.0019406212085140116,0.01,2830028685
PennyLane,0.44.1,lightning.qubit,brickwall_1d,14,2,30,420,50,21000,0.0020553797799121288,0.01,2830028685
PennyLane,0.44.1,lightning.qubit,brickwall_1d,14,3,1,14,50,700,0.03365629329382604,0.01,3411208143
PennyLane,0.44.1,lightning.qubit,brickwall_1d,14,3,2,28,50,1400,0.022112613413329454,0.01,3411208143
PennyLane,0.44.1,lightning.qubit,brickwall_1d,14,3,3,42,50,2100,0.026110235008944226,0.01,3411208143
PennyLane,0.44.1,lightning.qubit,brickwall_1d,14,3,4,56,50,2800,0.020824908548578037,0.01,3411208143
PennyLane,0.44.1,lightning.qubit,brickwall_1d,14,3,5,70,50,3500,0.0194438125789008,0.01,3411208143
PennyLane,0.44.1,lightning.qubit,brickwall_1d,14,3,6,84,50,4200,0.013507825944673176,0.01,3411208143
PennyLane,0.44.1,lightning.qubit,brickwall_1d,14,3,7,98,50,4900,0.016601823696745666,0.01,3411208143
PennyLane,0.44.1,lightning.qubit,brickwall_1d,14,3,8,112,50,5600,0.012717456102240069,0.01,3411208143
PennyLane,0.44.1,lightning.qubit,brickwall_1d,14,3,9,126,50,6300,0.011971065416947858,0.01,3411208143
PennyLane,0.44.1,lightning.qubit,brickwall_1d,14,3,10,140,50,7000,0.00937895821458349,0.01,3411208143
PennyLane,0.44.1,lightning.qubit,brickwall_1d,14,3,11,154,50,7700,0.010262090196325112,0.01,3411208143
PennyLane,0.44.1,lightning.qubit,brickwall_1d,14,3,12,168,50,8400,0.0076386760205155065,0.01,3411208143
PennyLane,0.44.1,lightning.qubit,brickwall_1d,14,3,13,182,50,9100,0.007869290507999525,0.01,3411208143
PennyLane,0.44.1,lightning.qubit,brickwall_1d,14,3,14,196,50,9800,0.0062147671819086005,0.01,3411208143
PennyLane,0.44.1,lightning.qubit,brickwall_1d,14,3,15,210,50,10500,0.006911202109272609,0.01,3411208143
PennyLane,0.44.1,lightning.qubit,brickwall_1d,14,3,16,224,50,11200,0.006207929054377325,0.01,3411208143
PennyLane,0.44.1,lightning.qubit,brickwall_1d,14,3,17,238,50,11900,0.005571556690729458,0.01,3411208143
PennyLane,0.44.1,lightning.qubit,brickwall_1d,14,3,18,252,50,12600,0.0044590120977246695,0.01,3411208143
PennyLane,0.44.1,lightning.qubit,brickwall_1d,14,3,19,266,50,13300,0.004526292741914944,0.01,3411208143
PennyLane,0.44.1,lightning.qubit,brickwall_1d,14,3,20,280,50,14000,0.0033930926907364276,0.01,3411208143
PennyLane,0.44.1,lightning.qubit,brickwall_1d,14,3,21,294,50,14700,0.003872533700240032,0.01,3411208143
PennyLane,0.44.1,lightning.qubit,brickwall_1d,14,3,22,308,50,15400,0.0029126256304342914,0.01,3411208143
PennyLane,0.44.1,lightning.qubit,brickwall_1d,14,3,23,322,50,16100,0.0030844637485853785,0.01,3411208143
PennyLane,0.44.1,lightning.qubit,brickwall_1d,14,3,24,336,50,16800,0.002228117082588192,0.01,3411208143
PennyLane,0.44.1,lightning.qubit,brickwall_1d,14,3,25,350,50,17500,0.002569535091716567,0.01,3411208143
PennyLane,0.44.1,lightning.qubit,brickwall_1d,14,3,26,364,50,18200,0.001972766408010077,0.01,3411208143
PennyLane,0.44.1,lightning.qubit,brickwall_1d,14,3,27,378,50,18900,0.001861261690426437,0.01,3411208143
PennyLane,0.44.1,lightning.qubit,brickwall_1d,14,3,28,392,50,19600,0.0016599186558817814,0.01,3411208143
PennyLane,0.44.1,lightning.qubit,brickwall_1d,14,3,29,406,50,20300,0.0017498033227902352,0.01,3411208143
PennyLane,0.44.1,lightning.qubit,brickwall_1d,14,3,30,420,50,21000,0.0012107662134928135,0.01,3411208143
PennyLane,0.44.1,lightning.qubit,brickwall_1d,14,4,1,14,50,700,0.03515227292217571,0.01,962343010
PennyLane,0.44.1,lightning.qubit,brickwall_1d,14,4,2,28,50,1400,0.02441499253436853,0.01,962343010
PennyLane,0.44.1,lightning.qubit,brickwall_1d,14,4,3,42,50,2100,0.012973742671112285,0.01,962343010
PennyLane,0.44.1,lightning.qubit,brickwall_1d,14,4,4,56,50,2800,0.016906991665402507,0.01,962343010
PennyLane,0.44.1,lightning.qubit,brickwall_1d,14,4,5,70,50,3500,0.011374591401346687,0.01,962343010
PennyLane,0.44.1,lightning.qubit,brickwall_1d,14,4,6,84,50,4200,0.012127577712240392,0.01,962343010
PennyLane,0.44.1,lightning.qubit,brickwall_1d,14,4,7,98,50,4900,0.00972717483299531,0.01,962343010
PennyLane,0.44.1,lightning.qubit,brickwall_1d,14,4,8,112,50,5600,0.00953548071442623,0.01,962343010
PennyLane,0.44.1,lightning.qubit,brickwall_1d,14,4,9,126,50,6300,0.008153390288960543,0.01,962343010
PennyLane,0.44.1,lightning.qubit,brickwall_1d,14,4,10,140,50,7000,0.008684875240617899,0.01,962343010
PennyLane,0.44.1,lightning.qubit,brickwall_1d,14,4,11,154,50,7700,0.005570045687292445,0.01,962343010
PennyLane,0.44.1,lightning.qubit,brickwall_1d,14,4,12,168,50,8400,0.006928502504978883,0.01,962343010
PennyLane,0.44.1,lightning.qubit,brickwall_1d,14,4,13,182,50,9100,0.005191974604249805,0.01,962343010
PennyLane,0.44.1,lightning.qubit,brickwall_1d,14,4,14,196,50,9800,0.005131218382582587,0.01,962343010
PennyLane,0.44.1,lightning.qubit,brickwall_1d,14,4,15,210,50,10500,0.00362150390715444,0.01,962343010
PennyLane,0.44.1,lightning.qubit,brickwall_1d,14,4,16,224,50,11200,0.004369062761568231,0.01,962343010
PennyLane,0.44.1,lightning.qubit,brickwall_1d,14,4,17,238,50,11900,0.0031179757156965873,0.01,962343010
PennyLane,0.44.1,lightning.qubit,brickwall_1d,14,4,18,252,50,12600,0.003754951490714364,0.01,962343010
PennyLane,0.44.1,lightning.qubit,brickwall_1d,14,4,19,266,50,13300,0.002603379740112028,0.01,962343010
PennyLane,0.44.1,lightning.qubit,brickwall_1d,14,4,20,280,50,14000,0.002876695472158013,0.01,962343010
PennyLane,0.44.1,lightning.qubit,brickwall_1d,14,4,21,294,50,14700,0.001896859470876075,0.01,962343010
PennyLane,0.44.1,lightning.qubit,brickwall_1d,14,4,22,308,50,15400,0.0025164954275795535,0.01,962343010
PennyLane,0.44.1,lightning.qubit,brickwall_1d,14,4,23,322,50,16100,0.001928994855810085,0.01,962343010
PennyLane,0.44.1,lightning.qubit,brickwall_1d,14,4,24,336,50,16800,0.0018760335549928777,0.01,962343010
PennyLane,0.44.1,lightning.qubit,brickwall_1d,14,4,25,350,50,17500,0.0013719033941571653,0.01,962343010
PennyLane,0.44.1,lightning.qubit,brickwall_1d,14,4,26,364,50,18200,0.0015699176520503559,0.01,962343010
PennyLane,0.44.1,lightning.qubit,brickwall_1d,14,4,27,378,50,18900,0.0010651541815778463,0.01,962343010
PennyLane,0.44.1,lightning.qubit,brickwall_1d,14,4,28,392,50,19600,0.001204160525726919,0.01,962343010
PennyLane,0.44.1,lightning.qubit,brickwall_1d,14,4,29,406,50,20300,0.0008235452324860434,0.01,962343010
PennyLane,0.44.1,lightning.qubit,brickwall_1d,14,4,30,420,50,21000,0.001058409559703689,0.01,962343010
PennyLane,0.44.1,lightning.qubit,brickwall_1d,14,5,1,14,50,700,0.02431271413420185,0.01,1583276361
PennyLane,0.44.1,lightning.qubit,brickwall_1d,14,5,2,28,50,1400,0.013066051677211735,0.01,1583276361
PennyLane,0.44.1,lightning.qubit,brickwall_1d,14,5,3,42,50,2100,0.012104045496559194,0.01,1583276361
PennyLane,0.44.1,lightning.qubit,brickwall_1d,14,5,4,56,50,2800,0.008497221246849169,0.01,1583276361
PennyLane,0.44.1,lightning.qubit,brickwall_1d,14,5,5,70,50,3500,0.010069893891011962,0.01,1583276361
PennyLane,0.44.1,lightning.qubit,brickwall_1d,14,5,6,84,50,4200,0.007542784230503323,0.01,1583276361
PennyLane,0.44.1,lightning.qubit,brickwall_1d,14,5,7,98,50,4900,0.007883374487656025,0.01,1583276361
PennyLane,0.44.1,lightning.qubit,brickwall_1d,14,5,8,112,50,5600,0.005604689910004517,0.01,1583276361
PennyLane,0.44.1,lightning.qubit,brickwall_1d,14,5,9,126,50,6300,0.00641280219407096,0.01,1583276361
PennyLane,0.44.1,lightning.qubit,brickwall_1d,14,5,10,140,50,7000,0.004410295166865726,0.01,1583276361
PennyLane,0.44.1,lightning.qubit,brickwall_1d,14,5,11,154,50,7700,0.004900977554552165,0.01,1583276361
PennyLane,0.44.1,lightning.qubit,brickwall_1d,14,5,12,168,50,8400,0.004103724237797542,0.01,1583276361
PennyLane,0.44.1,lightning.qubit,brickwall_1d,14,5,13,182,50,9100,0.003715790054693649,0.01,1583276361
PennyLane,0.44.1,lightning.qubit,brickwall_1d,14,5,14,196,50,9800,0.0029406922672149775,0.01,1583276361
PennyLane,0.44.1,lightning.qubit,brickwall_1d,14,5,15,210,50,10500,0.0034535208573015174,0.01,1583276361
PennyLane,0.44.1,lightning.qubit,brickwall_1d,14,5,16,224,50,11200,0.0023920105541231696,0.01,1583276361
PennyLane,0.44.1,lightning.qubit,brickwall_1d,14,5,17,238,50,11900,0.002531499489590438,0.01,1583276361
PennyLane,0.44.1,lightning.qubit,brickwall_1d,14,5,18,252,50,12600,0.0018037732097889879,0.01,1583276361
PennyLane,0.44.1,lightning.qubit,brickwall_1d,14,5,19,266,50,13300,0.0019920662940430866,0.01,1583276361
PennyLane,0.44.1,lightning.qubit,brickwall_1d,14,5,20,280,50,14000,0.0015658848170433722,0.01,1583276361
PennyLane,0.44.1,lightning.qubit,brickwall_1d,14,5,21,294,50,14700,0.0015980310555421403,0.01,1583276361
PennyLane,0.44.1,lightning.qubit,brickwall_1d,14,5,22,308,50,15400,0.0012952184786119891,0.01,1583276361
PennyLane,0.44.1,lightning.qubit,brickwall_1d,14,5,23,322,50,16100,0.001390585356963793,0.01,1583276361
PennyLane,0.44.1,lightning.qubit,brickwall_1d,14,5,24,336,50,16800,0.0009349317925639721,0.01,1583276361
PennyLane,0.44.1,lightning.qubit,brickwall_1d,14,5,25,350,50,17500,0.0010089761090969422,0.01,1583276361
PennyLane,0.44.1,lightning.qubit,brickwall_1d,14,5,26,364,50,18200,0.0008085442981837209,0.01,1583276361
PennyLane,0.44.1,lightning.qubit,brickwall_1d,14,5,27,378,50,18900,0.0009466026502831144,0.01,1583276361
PennyLane,0.44.1,lightning.qubit,brickwall_1d,14,5,28,392,50,19600,0.0007119111174257077,0.01,1583276361
PennyLane,0.44.1,lightning.qubit,brickwall_1d,14,5,29,406,50,20300,0.0007550485947613961,0.01,1583276361
PennyLane,0.44.1,lightning.qubit,brickwall_1d,14,5,30,420,50,21000,0.0005825881650619647,0.01,1583276361
PennyLane,0.44.1,lightning.qubit,brickwall_1d,14,6,1,14,50,700,0.028169067447958426,0.01,3246073059
PennyLane,0.44.1,lightning.qubit,brickwall_1d,14,6,2,28,50,1400,0.011902441173798899,0.01,3246073059
PennyLane,0.44.1,lightning.qubit,brickwall_1d,14,6,3,42,50,2100,0.009410407150114621,0.01,3246073059
PennyLane,0.44.1,lightning.qubit,brickwall_1d,14,6,4,56,50,2800,0.006732170581848759,0.01,3246073059
PennyLane,0.44.1,lightning.qubit,brickwall_1d,14,6,5,70,50,3500,0.0055232806055588255,0.01,3246073059
PennyLane,0.44.1,lightning.qubit,brickwall_1d,14,6,6,84,50,4200,0.005220462218056074,0.01,3246073059
PennyLane,0.44.1,lightning.qubit,brickwall_1d,14,6,7,98,50,4900,0.005146473786633119,0.01,3246073059
PennyLane,0.44.1,lightning.qubit,brickwall_1d,14,6,8,112,50,5600,0.004429121435971139,0.01,3246073059
PennyLane,0.44.1,lightning.qubit,brickwall_1d,14,6,9,126,50,6300,0.003371893600916111,0.01,3246073059
PennyLane,0.44.1,lightning.qubit,brickwall_1d,14,6,10,140,50,7000,0.0033817492536668144,0.01,3246073059
PennyLane,0.44.1,lightning.qubit,brickwall_1d,14,6,11,154,50,7700,0.002682780816712082,0.01,3246073059
PennyLane,0.44.1,lightning.qubit,brickwall_1d,14,6,12,168,50,8400,0.0030708941363143828,0.01,3246073059
PennyLane,0.44.1,lightning.qubit,brickwall_1d,14,6,13,182,50,9100,0.0019036376808570482,0.01,3246073059
PennyLane,0.44.1,lightning.qubit,brickwall_1d,14,6,14,196,50,9800,0.002264187514555381,0.01,3246073059
PennyLane,0.44.1,lightning.qubit,brickwall_1d,14,6,15,210,50,10500,0.0016849887954709585,0.01,3246073059
PennyLane,0.44.1,lightning.qubit,brickwall_1d,14,6,16,224,50,11200,0.0018697388524987742,0.01,3246073059
PennyLane,0.44.1,lightning.qubit,brickwall_1d,14,6,17,238,50,11900,0.001195292787296708,0.01,3246073059
PennyLane,0.44.1,lightning.qubit,brickwall_1d,14,6,18,252,50,12600,0.001515457511811199,0.01,3246073059
PennyLane,0.44.1,lightning.qubit,brickwall_1d,14,6,19,266,50,13300,0.001014636175088387,0.01,3246073059
PennyLane,0.44.1,lightning.qubit,brickwall_1d,14,6,20,280,50,14000,0.0011042789517799894,0.01,3246073059
PennyLane,0.44.1,lightning.qubit,brickwall_1d,14,6,21,294,50,14700,0.0009482796444002783,0.01,3246073059
PennyLane,0.44.1,lightning.qubit,brickwall_1d,14,6,22,308,50,15400,0.0009411691200609815,0.01,3246073059
