architecture,n,k,nk,depth,cone_size,cone_fraction,newly_reached,tau_BP
brickwall_1d,8,6,48,16,8,1.0,0,5
brickwall_1d,8,6,48,17,8,1.0,0,5
brickwall_1d,8,6,48,18,8,1.0,0,5
brickwall_1d,8,6,48,19,8,1.0,0,5
brickwall_1d,8,6,48,20,8,1.0,0,5
brickwall_1d,8,6,48,21,8,1.0,0,5
brickwall_1d,8,8,64,0,8,1.0,8,4
brickwall_1d,8,8,64,1,8,1.0,0,4
brickwall_1d,8,8,64,2,8,1.0,0,4
brickwall_1d,8,8,64,3,8,1.0,0,4
brickwall_1d,8,8,64,4,8,1.0,0,4
brickwall_1d,8,8,64,5,8,1.0,0,4
brickwall_1d,8,8,64,6,8,1.0,0,4
brickwall_1d,8,8,64,7,8,1.0,0,4
brickwall_1d,8,8,64,8,8,1.0,0,4
brickwall_1d,8,8,64,9,8,1.0,0,4
brickwall_1d,8,8,64,10,8,1.0,0,4
brickwall_1d,8,8,64,11,8,1.0,0,4
brickwall_1d,8,8,64,12,8,1.0,0,4
brickwall_1d,8,8,64,13,8,1.0,0,4
brickwall_1d,8,8,64,14,8,1.0,0,4
brickwall_1d,8,8,64,15,8,1.0,0,4
brickwall_1d,8,8,64,16,8,1.0,0,4
brickwall_1d,8,8,64,17,8,1.0,0,4
brickwall_1d,8,8,64,18,8,1.0,0,4
brickwall_1d,8,8,64,19,8,1.0,0,4
brickwall_1d,8,8,64,20,8,1.0,0,4
brickwall_1d,8,8,64,21,8,1.0,0,4
brickwall_1d,10,2,20,0,2,0.2,2,17
brickwall_1d,10,2,20,1,2,0.2,0,17
brickwall_1d,10,2,20,2,3,0.3,1,17
brickwall_1d,10,2,20,3,4,0.4,1,17
brickwall_1d,10,2,20,4,5,0.5,1,17
brickwall_1d,10,2,20,5,6,0.6,1,17
brickwall_1d,10,2,20,6,7,0.7,1,17
brickwall_1d,10,2,20,7,8,0.8,1,17
brickwall_1d,10,2,20,8,9,0.9,1,17
brickwall_1d,10,2,20,9,10,1.0,1,17
brickwall_1d,10,2,20,10,10,1.0,0,17
brickwall_1d,10,2,20,11,10,1.0,0,17
brickwall_1d,10,2,20,12,10,1.0,0,17
brickwall_1d,10,2,20,13,10,1.0,0,17
brickwall_1d,10,2,20,14,10,1.0,0,17
brickwall_1d,10,2,20,15,10,1.0,0,17
brickwall_1d,10,2,20,16,10,1.0,0,17
brickwall_1d,10,2,20,17,10,1.0,0,17
brickwall_1d,10,2,20,18,10,1.0,0,17
brickwall_1d,10,2,20,19,10,1.0,0,17
brickwall_1d,10,2,20,20,10,1.0,0,17
brickwall_1d,10,2,20,21,10,1.0,0,17
brickwall_1d,10,3,30,0,3,0.3,3,14
brickwall_1d,10,3,30,1,4,0.4,1,14
brickwall_1d,10,3,30,2,5,0.5,1,14
brickwall_1d,10,3,30,3,6,0.6,1,14
brickwall_1d,10,3,30,4,7,0.7,1,14
brickwall_1d,10,3,30,5,8,0.8,1,14
brickwall_1d,10,3,30,6,9,0.9,1,14
brickwall_1d,10,3,30,7,10,1.0,1,14
brickwall_1d,10,3,30,8,10,1.0,0,14
brickwall_1d,10,3,30,9,10,1.0,0,14
brickwall_1d,10,3,30,10,10,1.0,0,14
brickwall_1d,10,3,30,11,10,1.0,0,14
brickwall_1d,10,3,30,12,10,1.0,0,14
brickwall_1d,10,3,30,13,10,1.0,0,14
brickwall_1d,10,3,30,14,10,1.0,0,14
brickwall_1d,10,3,30,15,10,1.0,0,14
brickwall_1d,10,3,30,16,10,1.0,0,14
brickwall_1d,10,3,30,17,10,1.0,0,14
brickwall_1d,10,3,30,18,10,1.0,0,14
brickwall_1d,10,3,30,19,10,1.0,0,14
brickwall_1d,10,3,30,20,10,1.0,0,14
brickwall_1d,10,3,30,21,10,1.0,0,14
brickwall_1d,10,4,40,0,4,0.4,4,9
brickwall_1d,10,4,40,1,4,0.4,0,9
brickwall_1d,10,4,40,2,5,0.5,1,9
brickwall_1d,10,4,40,3,6,0.6,1,9
brickwall_1d,10,4,40,4,7,0.7,1,9
brickwall_1d,10,4,40,5,8,0.8,1,9
brickwall_1d,10,4,40,6,9,0.9,1,9
brickwall_1d,10,4,40,7,10,1.0,1,9
brickwall_1d,10,4,40,8,10,1.0,0,9
brickwall_1d,10,4,40,9,10,1.0,0,9
brickwall_1d,10,4,40,10,10,1.0,0,9
brickwall_1d,10,4,40,11,10,1.0,0,9
brickwall_1d,10,4,40,12,10,1.0,0,9
brickwall_1d,10,4,40,13,10,1.0,0,9
brickwall_1d,10,4,40,14,10,1.0,0,9
brickwall_1d,10,4,40,15,10,1.0,0,9
brickwall_1d,10,4,40,16,10,1.0,0,9
brickwall_1d,10,4,40,17,10,1.0,0,9
brickwall_1d,10,4,40,18,10,1.0,0,9
brickwall_1d,10,4,40,19,10,1.0,0,9
brickwall_1d,10,4,40,20,10,1.0,0,9
brickwall_1d,10,4,40,21,10,1.0,0,9
brickwall_1d,10,5,50,0,5,0.5,5,4
brickwall_1d,10,5,50,1,6,0.6,1,4
brickwall_1d,10,5,50,2,7,0.7,1,4
brickwall_1d,10,5,50,3,8,0.8,1,4
brickwall_1d,10,5,50,4,9,0.9,1,4
brickwall_1d,10,5,50,5,10,1.0,1,4
brickwall_1d,10,5,50,6,10,1.0,0,4
brickwall_1d,10,5,50,7,10,1.0,0,4
brickwall_1d,10,5,50,8,10,1.0,0,4
brickwall_1d,10,5,50,9,10,1.0,0,4
brickwall_1d,10,5,50,10,10,1.0,0,4
brickwall_1d,10,5,50,11,10,1.0,0,4
brickwall_1d,10,5,50,12,10,1.0,0,4
brickwall_1d,10,5,50,13,10,1.0,0,4
brickwall_1d,10,5,50,14,10,1.0,0,4
brickwall_1d,10,5,50,15,10,1.0,0,4
brickwall_1d,10,5,50,16,10,1.0,0,4
brickwall_1d,10,5,50,17,10,1.0,0,4
brickwall_1d,10,5,50,18,10,1.0,0,4
brickwall_1d,10,5,50,19,10,1.0,0,4
brickwall_1d,10,5,50,20,10,1.0,0,4
brickwall_1d,10,5,50,21,10,1.0,0,4
brickwall_1d,10,6,60,0,6,0.6,6,5
brickwall_1d,10,6,60,1,6,0.6,0,5
brickwall_1d,10,6,60,2,7,0.7,1,5
brickwall_1d,10,6,60,3,8,0.8,1,5
brickwall_1d,10,6,60,4,9,0.9,1,5
brickwall_1d,10,6,60,5,10,1.0,1,5
brickwall_1d,10,6,60,6,10,1.0,0,5
brickwall_1d,10,6,60,7,10,1.0,0,5
brickwall_1d,10,6,60,8,10,1.0,0,5
brickwall_1d,10,6,60,9,10,1.0,0,5
brickwall_1d,10,6,60,10,10,1.0,0,5
brickwall_1d,10,6,60,11,10,1.0,0,5
brickwall_1d,10,6,60,12,10,1.0,0,5
brickwall_1d,10,6,60,13,10,1.0,0,5
brickwall_1d,10,6,60,14,10,1.0,0,5
brickwall_1d,10,6,60,15,10,1.0,0,5
brickwall_1d,10,6,60,16,10,1.0,0,5
brickwall_1d,10,6,60,17,10,1.0,0,5
brickwall_1d,10,6,60,18,10,1.0,0,5
brickwall_1d,10,6,60,19,10,1.0,0,5
brickwall_1d,10,6,60,20,10,1.0,0,5
brickwall_1d,10,6,60,21,10,1.0,0,5
brickwall_1d,10,8,80,0,8,0.8,8,2
brickwall_1d,10,8,80,1,8,0.8,0,2
brickwall_1d,10,8,80,2,9,0.9,1,2
brickwall_1d,10,8,80,3,10,1.0,1,2
brickwall_1d,10,8,80,4,10,1.0,0,2
brickwall_1d,10,8,80,5,10,1.0,0,2
brickwall_1d,10,8,80,6,10,1.0,0,2
brickwall_1d,10,8,80,7,10,1.0,0,2
brickwall_1d,10,8,80,8,10,1.0,0,2
brickwall_1d,10,8,80,9,10,1.0,0,2
brickwall_1d,10,8,80,10,10,1.0,0,2
brickwall_1d,10,8,80,11,10,1.0,0,2
brickwall_1d,10,8,80,12,10,1.0,0,2
brickwall_1d,10,8,80,13,10,1.0,0,2
brickwall_1d,10,8,80,14,10,1.0,0,2
brickwall_1d,10,8,80,15,10,1.0,0,2
brickwall_1d,10,8,80,16,10,1.0,0,2
brickwall_1d,10,8,80,17,10,1.0,0,2
brickwall_1d,10,8,80,18,10,1.0,0,2
brickwall_1d,10,8,80,19,10,1.0,0,2
brickwall_1d,10,8,80,20,10,1.0,0,2
brickwall_1d,10,8,80,21,10,1.0,0,2
brickwall_1d,10,10,100,0,10,1.0,10,2
brickwall_1d,10,10,100,1,10,1.0,0,2
brickwall_1d,10,10,100,2,10,1.0,0,2
brickwall_1d,10,10,100,3,10,1.0,0,2
brickwall_1d,10,10,100,4,10,1.0,0,2
brickwall_1d,10,10,100,5,10,1.0,0,2
brickwall_1d,10,10,100,6,10,1.0,0,2
brickwall_1d,10,10,100,7,10,1.0,0,2
brickwall_1d,10,10,100,8,10,1.0,0,2
brickwall_1d,10,10,100,9,10,1.0,0,2
brickwall_1d,10,10,100,10,10,1.0,0,2
brickwall_1d,10,10,100,11,10,1.0,0,2
brickwall_1d,10,10,100,12,10,1.0,0,2
brickwall_1d,10,10,100,13,10,1.0,0,2
brickwall_1d,10,10,100,14,10,1.0,0,2
brickwall_1d,10,10,100,15,10,1.0,0,2
brickwall_1d,10,10,100,16,10,1.0,0,2
brickwall_1d,10,10,100,17,10,1.0,0,2
brickwall_1d,10,10,100,18,10,1.0,0,2
brickwall_1d,10,10,100,19,10,1.0,0,2
brickwall_1d,10,10,100,20,10,1.0,0,2
brickwall_1d,10,10,100,21,10,1.0,0,2
brickwall_1d,12,2,24,0,2,0.16666666666666666,2,15
brickwall_1d,12,2,24,1,2,0.16666666666666666,0,15
brickwall_1d,12,2,24,2,3,0.25,1,15
brickwall_1d,12,2,24,3,4,0.3333333333333333,1,15
brickwall_1d,12,2,24,4,5,0.4166666666666667,1,15
brickwall_1d,12,2,24,5,6,0.5,1,15
brickwall_1d,12,2,24,6,7,0.5833333333333334,1,15
brickwall_1d,12,2,24,7,8,0.6666666666666666,1,15
brickwall_1d,12,2,24,8,9,0.75,1,15
brickwall_1d,12,2,24,9,10,0.8333333333333334,1,15
brickwall_1d,12,2,24,10,11,0.9166666666666666,1,15
brickwall_1d,12,2,24,11,12,1.0,1,15
brickwall_1d,12,2,24,12,12,1.0,0,15
brickwall_1d,12,2,24,13,12,1.0,0,15
brickwall_1d,12,2,24,14,12,1.0,0,15
brickwall_1d,12,2,24,15,12,1.0,0,15
brickwall_1d,12,2,24,16,12,1.0,0,15
brickwall_1d,12,2,24,17,12,1.0,0,15
brickwall_1d,12,2,24,18,12,1.0,0,15
brickwall_1d,12,2,24,19,12,1.0,0,15
brickwall_1d,12,2,24,20,12,1.0,0,15
brickwall_1d,12,2,24,21,12,1.0,0,15
brickwall_1d,12,3,36,0,3,0.25,3,12
brickwall_1d,12,3,36,1,4,0.3333333333333333,1,12
brickwall_1d,12,3,36,2,5,0.4166666666666667,1,12
brickwall_1d,12,3,36,3,6,0.5,1,12
brickwall_1d,12,3,36,4,7,0.5833333333333334,1,12
brickwall_1d,12,3,36,5,8,0.6666666666666666,1,12
brickwall_1d,12,3,36,6,9,0.75,1,12
brickwall_1d,12,3,36,7,10,0.8333333333333334,1,12
brickwall_1d,12,3,36,8,11,0.9166666666666666,1,12
brickwall_1d,12,3,36,9,12,1.0,1,12
brickwall_1d,12,3,36,10,12,1.0,0,12
brickwall_1d,12,3,36,11,12,1.0,0,12
brickwall_1d,12,3,36,12,12,1.0,0,12
brickwall_1d,12,3,36,13,12,1.0,0,12
brickwall_1d,12,3,36,14,12,1.0,0,12
brickwall_1d,12,3,36,15,12,1.0,0,12
brickwall_1d,12,3,36,16,12,1.0,0,12
brickwall_1d,12,3,36,17,12,1.0,0,12
brickwall_1d,12,3,36,18,12,1.0,0,12
brickwall_1d,12,3,36,19,12,1.0,0,12
brickwall_1d,12,3,36,20,12,1.0,0,12
brickwall_1d,12,3,36,21,12,1.0,0,12
brickwall_1d,12,4,48,0,4,0.3333333333333333,4,9
brickwall_1d,12,4,48,1,4,0.3333333333333333,0,9
brickwall_1d,12,4,48,2,5,0.4166666666666667,1,9
brickwall_1d,12,4,48,3,6,0.5,1,9
brickwall_1d,12,4,48,4,7,0.5833333333333334,1,9
brickwall_1d,12,4,48,5,8,0.6666666666666666,1,9
brickwall_1d,12,4,48,6,9,0.75,1,9
brickwall_1d,12,4,48,7,10,0.8333333333333334,1,9
brickwall_1d,12,4,48,8,11,0.9166666666666666,1,9
brickwall_1d,12,4,48,9,12,1.0,1,9
brickwall_1d,12,4,48,10,12,1.0,0,9
brickwall_1d,12,4,48,11,12,1.0,0,9
brickwall_1d,12,4,48,12,12,1.0,0,9
brickwall_1d,12,4,48,13,12,1.0,0,9
brickwall_1d,12,4,48,14,12,1.0,0,9
brickwall_1d,12,4,48,15,12,1.0,0,9
brickwall_1d,12,4,48,16,12,1.0,0,9
brickwall_1d,12,4,48,17,12,1.0,0,9
brickwall_1d,12,4,48,18,12,1.0,0,9
brickwall_1d,12,4,48,19,12,1.0,0,9
brickwall_1d,12,4,48,20,12,1.0,0,9
brickwall_1d,12,4,48,21,12,1.0,0,9
brickwall_1d,12,5,60,0,5,0.4166666666666667,5,6
brickwall_1d,12,5,60,1,6,0.5,1,6
brickwall_1d,12,5,60,2,7,0.5833333333333334,1,6
brickwall_1d,12,5,60,3,8,0.6666666666666666,1,6
brickwall_1d,12,5,60,4,9,0.75,1,6
brickwall_1d,12,5,60,5,10,0.8333333333333334,1,6
brickwall_1d,12,5,60,6,11,0.9166666666666666,1,6
brickwall_1d,12,5,60,7,12,1.0,1,6
brickwall_1d,12,5,60,8,12,1.0,0,6
brickwall_1d,12,5,60,9,12,1.0,0,6
brickwall_1d,12,5,60,10,12,1.0,0,6
brickwall_1d,12,5,60,11,12,1.0,0,6
brickwall_1d,12,5,60,12,12,1.0,0,6
brickwall_1d,12,5,60,13,12,1.0,0,6
brickwall_1d,12,5,60,14,12,1.0,0,6
brickwall_1d,12,5,60,15,12,1.0,0,6
brickwall_1d,12,5,60,16,12,1.0,0,6
brickwall_1d,12,5,60,17,12,1.0,0,6
brickwall_1d,12,5,60,18,12,1.0,0,6
brickwall_1d,12,5,60,19,12,1.0,0,6
brickwall_1d,12,5,60,20,12,1.0,0,6
brickwall_1d,12,5,60,21,12,1.0,0,6
brickwall_1d,12,6,72,0,6,0.5,6,3
brickwall_1d,12,6,72,1,6,0.5,0,3
brickwall_1d,12,6,72,2,7,0.5833333333333334,1,3
brickwall_1d,12,6,72,3,8,0.6666666666666666,1,3
brickwall_1d,12,6,72,4,9,0.75,1,3
brickwall_1d,12,6,72,5,10,0.8333333333333334,1,3
brickwall_1d,12,6,72,6,11,0.9166666666666666,1,3
brickwall_1d,12,6,72,7,12,1.0,1,3
brickwall_1d,12,6,72,8,12,1.0,0,3
brickwall_1d,12,6,72,9,12,1.0,0,3
brickwall_1d,12,6,72,10,12,1.0,0,3
brickwall_1d,12,6,72,11,12,1.0,0,3
brickwall_1d,12,6,72,12,12,1.0,0,3
brickwall_1d,12,6,72,13,12,1.0,0,3
brickwall_1d,12,6,72,14,12,1.0,0,3
brickwall_1d,12,6,72,15,12,1.0,0,3
brickwall_1d,12,6,72,16,12,1.0,0,3
brickwall_1d,12,6,72,17,12,1.0,0,3
brickwall_1d,12,6,72,18,12,1.0,0,3
brickwall_1d,12,6,72,19,12,1.0,0,3
brickwall_1d,12,6,72,20,12,1.0,0,3
brickwall_1d,12,6,72,21,12,1.0,0,3
brickwall_1d,12,8,96,0,8,0.6666666666666666,8,2
brickwall_1d,12,8,96,1,8,0.6666666666666666,0,2
brickwall_1d,12,8,96,2,9,0.75,1,2
brickwall_1d,12,8,96,3,10,0.8333333333333334,1,2
brickwall_1d,12,8,96,4,11,0.9166666666666666,1,2
brickwall_1d,12,8,96,5,12,1.0,1,2
brickwall_1d,12,8,96,6,12,1.0,0,2
brickwall_1d,12,8,96,7,12,1.0,0,2
brickwall_1d,12,8,96,8,12,1.0,0,2
brickwall_1d,12,8,96,9,12,1.0,0,2
brickwall_1d,12,8,96,10,12,1.0,0,2
brickwall_1d,12,8,96,11,12,1.0,0,2
brickwall_1d,12,8,96,12,12,1.0,0,2
brickwall_1d,12,8,96,13,12,1.0,0,2
brickwall_1d,12,8,96,14,12,1.0,0,2
brickwall_1d,12,8,96,15,12,1.0,0,2
brickwall_1d,12,8,96,16,12,1.0,0,2
brickwall_1d,12,8,96,17,12,1.0,0,2
brickwall_1d,12,8,96,18,12,1.0,0,2
brickwall_1d,12,8,96,19,12,1.0,0,2
brickwall_1d,12,8,96,20,12,1.0,0,2
brickwall_1d,12,8,96,21,12,1.0,0,2
brickwall_1d,12,10,120,0,10,0.8333333333333334,10,2
brickwall_1d,12,10,120,1,10,0.8333333333333334,0,2
brickwall_1d,12,10,120,2,11,0.9166666666666666,1,2
brickwall_1d,12,10,120,3,12,1.0,1,2
brickwall_1d,12,10,120,4,12,1.0,0,2
brickwall_1d,12,10,120,5,12,1.0,0,2
brickwall_1d,12,10,120,6,12,1.0,0,2
brickwall_1d,12,10,120,7,12,1.0,0,2
brickwall_1d,12,10,120,8,12,1.0,0,2
brickwall_1d,12,10,120,9,12,1.0,0,2
brickwall_1d,12,10,120,10,12,1.0,0,2
brickwall_1d,12,10,120,11,12,1.0,0,2
brickwall_1d,12,10,120,12,12,1.0,0,2
brickwall_1d,12,10,120,13,12,1.0,0,2
brickwall_1d,12,10,120,14,12,1.0,0,2
brickwall_1d,12,10,120,15,12,1.0,0,2
brickwall_1d,12,10,120,16,12,1.0,0,2
brickwall_1d,12,10,120,17,12,1.0,0,2
brickwall_1d,12,10,120,18,12,1.0,0,2
brickwall_1d,12,10,120,19,12,1.0,0,2
brickwall_1d,12,10,120,20,12,1.0,0,2
brickwall_1d,12,10,120,21,12,1.0,0,2
brickwall_1d,12,12,144,0,12,1.0,12,1
brickwall_1d,12,12,144,1,12,1.0,0,1
brickwall_1d,12,12,144,2,12,1.0,0,1
brickwall_1d,12,12,144,3,12,1.0,0,1
brickwall_1d,12,12,144,4,12,1.0,0,1
brickwall_1d,12,12,144,5,12,1.0,0,1
brickwall_1d,12,12,144,6,12,1.0,0,1
brickwall_1d,12,12,144,7,12,1.0,0,1
brickwall_1d,12,12,144,8,12,1.0,0,1
brickwall_1d,12,12,144,9,12,1.0,0,1
brickwall_1d,12,12,144,10,12,1.0,0,1
brickwall_1d,12,12,144,11,12,1.0,0,1
brickwall_1d,12,12,144,12,12,1.0,0,1
brickwall_1d,12,12,144,13,12,1.0,0,1
brickwall_1d,12,12,144,14,12,1.0,0,1
brickwall_1d,12,12,144,15,12,1.0,0,1
brickwall_1d,12,12,144,16,12,1.0,0,1
brickwall_1d,12,12,144,17,12,1.0,0,1
brickwall_1d,12,12,144,18,12,1.0,0,1
brickwall_1d,12,12,144,19,12,1.0,0,1
brickwall_1d,12,12,144,20,12,1.0,0,1
brickwall_1d,12,12,144,21,12,1.0,0,1
brickwall_1d,14,2,28,0,2,0.14285714285714285,2,13
brickwall_1d,14,2,28,1,2,0.14285714285714285,0,13
brickwall_1d,14,2,28,2,3,0.21428571428571427,1,13
brickwall_1d,14,2,28,3,4,0.2857142857142857,1,13
brickwall_1d,14,2,28,4,5,0.35714285714285715,1,13
brickwall_1d,14,2,28,5,6,0.42857142857142855,1,13
brickwall_1d,14,2,28,6,7,0.5,1,13
brickwall_1d,14,2,28,7,8,0.5714285714285714,1,13
brickwall_1d,14,2,28,8,9,0.6428571428571429,1,13
brickwall_1d,14,2,28,9,10,0.7142857142857143,1,13
brickwall_1d,14,2,28,10,11,0.7857142857142857,1,13
brickwall_1d,14,2,28,11,12,0.8571428571428571,1,13
brickwall_1d,14,2,28,12,13,0.9285714285714286,1,13
brickwall_1d,14,2,28,13,14,1.0,1,13
brickwall_1d,14,2,28,14,14,1.0,0,13
brickwall_1d,14,2,28,15,14,1.0,0,13
brickwall_1d,14,2,28,16,14,1.0,0,13
brickwall_1d,14,2,28,17,14,1.0,0,13
brickwall_1d,14,2,28,18,14,1.0,0,13
brickwall_1d,14,2,28,19,14,1.0,0,13
brickwall_1d,14,2,28,20,14,1.0,0,13
brickwall_1d,14,2,28,21,14,1.0,0,13
brickwall_1d,14,3,42,0,3,0.21428571428571427,3,10
brickwall_1d,14,3,42,1,4,0.2857142857142857,1,10
brickwall_1d,14,3,42,2,5,0.35714285714285715,1,10
brickwall_1d,14,3,42,3,6,0.42857142857142855,1,10
brickwall_1d,14,3,42,4,7,0.5,1,10
brickwall_1d,14,3,42,5,8,0.5714285714285714,1,10
brickwall_1d,14,3,42,6,9,0.6428571428571429,1,10
brickwall_1d,14,3,42,7,10,0.7142857142857143,1,10
brickwall_1d,14,3,42,8,11,0.7857142857142857,1,10
brickwall_1d,14,3,42,9,12,0.8571428571428571,1,10
brickwall_1d,14,3,42,10,13,0.9285714285714286,1,10
brickwall_1d,14,3,42,11,14,1.0,1,10
brickwall_1d,14,3,42,12,14,1.0,0,10
brickwall_1d,14,3,42,13,14,1.0,0,10
brickwall_1d,14,3,42,14,14,1.0,0,10
brickwall_1d,14,3,42,15,14,1.0,0,10
brickwall_1d,14,3,42,16,14,1.0,0,10
brickwall_1d,14,3,42,17,14,1.0,0,10
brickwall_1d,14,3,42,18,14,1.0,0,10
brickwall_1d,14,3,42,19,14,1.0,0,10
brickwall_1d,14,3,42,20,14,1.0,0,10
brickwall_1d,14,3,42,21,14,1.0,0,10
brickwall_1d,14,4,56,0,4,0.2857142857142857,4,7
brickwall_1d,14,4,56,1,4,0.2857142857142857,0,7
brickwall_1d,14,4,56,2,5,0.35714285714285715,1,7
brickwall_1d,14,4,56,3,6,0.42857142857142855,1,7
brickwall_1d,14,4,56,4,7,0.5,1,7
brickwall_1d,14,4,56,5,8,0.5714285714285714,1,7
brickwall_1d,14,4,56,6,9,0.6428571428571429,1,7
brickwall_1d,14,4,56,7,10,0.7142857142857143,1,7
brickwall_1d,14,4,56,8,11,0.7857142857142857,1,7
brickwall_1d,14,4,56,9,12,0.8571428571428571,1,7
brickwall_1d,14,4,56,10,13,0.9285714285714286,1,7
brickwall_1d,14,4,56,11,14,1.0,1,7
brickwall_1d,14,4,56,12,14,1.0,0,7
brickwall_1d,14,4,56,13,14,1.0,0,7
brickwall_1d,14,4,56,14,14,1.0,0,7
brickwall_1d,14,4,56,15,14,1.0,0,7
brickwall_1d,14,4,56,16,14,1.0,0,7
brickwall_1d,14,4,56,17,14,1.0,0,7
brickwall_1d,14,4,56,18,14,1.0,0,7
brickwall_1d,14,4,56,19,14,1.0,0,7
brickwall_1d,14,4,56,20,14,1.0,0,7
brickwall_1d,14,4,56,21,14,1.0,0,7
brickwall_1d,14,5,70,0,5,0.35714285714285715,5,4
brickwall_1d,14,5,70,1,6,0.42857142857142855,1,4
brickwall_1d,14,5,70,2,7,0.5,1,4
brickwall_1d,14,5,70,3,8,0.5714285714285714,1,4
brickwall_1d,14,5,70,4,9,0.6428571428571429,1,4
brickwall_1d,14,5,70,5,10,0.7142857142857143,1,4
brickwall_1d,14,5,70,6,11,0.7857142857142857,1,4
brickwall_1d,14,5,70,7,12,0.8571428571428571,1,4
brickwall_1d,14,5,70,8,13,0.9285714285714286,1,4
brickwall_1d,14,5,70,9,14,1.0,1,4
brickwall_1d,14,5,70,10,14,1.0,0,4
brickwall_1d,14,5,70,11,14,1.0,0,4
brickwall_1d,14,5,70,12,14,1.0,0,4
brickwall_1d,14,5,70,13,14,1.0,0,4
brickwall_1d,14,5,70,14,14,1.0,0,4
brickwall_1d,14,5,70,15,14,1.0,0,4
brickwall_1d,14,5,70,16,14,1.0,0,4
brickwall_1d,14,5,70,17,14,1.0,0,4
brickwall_1d,14,5,70,18,14,1.0,0,4
brickwall_1d,14,5,70,19,14,1.0,0,4
brickwall_1d,14,5,70,20,14,1.0,0,4
brickwall_1d,14,5,70,21,14,1.0,0,4
brickwall_1d,14,6,84,0,6,0.42857142857142855,6,3
brickwall_1d,14,6,84,1,6,0.42857142857142855,0,3
brickwall_1d,14,6,84,2,7,0.5,1,3
brickwall_1d,14,6,84,3,8,0.5714285714285714,1,3
brickwall_1d,14,6,84,4,9,0.6428571428571429,1,3
brickwall_1d,14,6,84,5,10,0.7142857142857143,1,3
brickwall_1d,14,6,84,6,11,0.7857142857142857,1,3
brickwall_1d,14,6,84,7,12,0.8571428571428571,1,3
brickwall_1d,14,6,84,8,13,0.9285714285714286,1,3
brickwall_1d,14,6,84,9,14,1.0,1,3
brickwall_1d,14,6,84,10,14,1.0,0,3
brickwall_1d,14,6,84,11,14,1.0,0,3
brickwall_1d,14,6,84,12,14,1.0,0,3
brickwall_1d,14,6,84,13,14,1.0,0,3
brickwall_1d,14,6,84,14,14,1.0,0,3
brickwall_1d,14,6,84,15,14,1.0,0,3
brickwall_1d,14,6,84,16,14,1.0,0,3
brickwall_1d,14,6,84,17,14,1.0,0,3
brickwall_1d,14,6,84,18,14,1.0,0,3
brickwall_1d,14,6,84,19,14,1.0,0,3
brickwall_1d,14,6,84,20,14,1.0,0,3
brickwall_1d,14,6,84,21,14,1.0,0,3
brickwall_1d,14,8,112,0,8,0.5714285714285714,8,2
brickwall_1d,14,8,112,1,8,0.5714285714285714,0,2
brickwall_1d,14,8,112,2,9,0.6428571428571429,1,2
brickwall_1d,14,8,112,3,10,0.7142857142857143,1,2
brickwall_1d,14,8,112,4,11,0.7857142857142857,1,2
brickwall_1d,14,8,112,5,12,0.8571428571428571,1,2
brickwall_1d,14,8,112,6,13,0.9285714285714286,1,2
brickwall_1d,14,8,112,7,14,1.0,1,2
brickwall_1d,14,8,112,8,14,1.0,0,2
brickwall_1d,14,8,112,9,14,1.0,0,2
brickwall_1d,14,8,112,10,14,1.0,0,2
brickwall_1d,14,8,112,11,14,1.0,0,2
brickwall_1d,14,8,112,12,14,1.0,0,2
brickwall_1d,14,8,112,13,14,1.0,0,2
brickwall_1d,14,8,112,14,14,1.0,0,2
brickwall_1d,14,8,112,15,14,1.0,0,2
brickwall_1d,14,8,112,16,14,1.0,0,2
brickwall_1d,14,8,112,17,14,1.0,0,2
brickwall_1d,14,8,112,18,14,1.0,0,2
brickwall_1d,14,8,112,19,14,1.0,0,2
brickwall_1d,14,8,112,20,14,1.0,0,2
brickwall_1d,14,8,112,21,14,1.0,0,2
brickwall_1d,14,10,140,0,10,0.7142857142857143,10,2
brickwall_1d,14,10,140,1,10,0.7142857142857143,0,2
brickwall_1d,14,10,140,2,11,0.7857142857142857,1,2
brickwall_1d,14,10,140,3,12,0.8571428571428571,1,2
brickwall_1d,14,10,140,4,13,0.9285714285714286,1,2
brickwall_1d,14,10,140,5,14,1.0,1,2
brickwall_1d,14,10,140,6,14,1.0,0,2
brickwall_1d,14,10,140,7,14,1.0,0,2
brickwall_1d,14,10,140,8,14,1.0,0,2
brickwall_1d,14,10,140,9,14,1.0,0,2
brickwall_1d,14,10,140,10,14,1.0,0,2
brickwall_1d,14,10,140,11,14,1.0,0,2
brickwall_1d,14,10,140,12,14,1.0,0,2
brickwall_1d,14,10,140,13,14,1.0,0,2
brickwall_1d,14,10,140,14,14,1.0,0,2
brickwall_1d,14,10,140,15,14,1.0,0,2
brickwall_1d,14,10,140,16,14,1.0,0,2
brickwall_1d,14,10,140,17,14,1.0,0,2
brickwall_1d,14,10,140,18,14,1.0,0,2
brickwall_1d,14,10,140,19,14,1.0,0,2
brickwall_1d,14,10,140,20,14,1.0,0,2
brickwall_1d,14,10,140,21,14,1.0,0,2
brickwall_1d,14,12,168,0,12,0.8571428571428571,12,1
brickwall_1d,14,12,168,1,12,0.8571428571428571,0,1
brickwall_1d,14,12,168,2,13,0.9285714285714286,1,1
brickwall_1d,14,12,168,3,14,1.0,1,1
brickwall_1d,14,12,168,4,14,1.0,0,1
