framework,framework_version,simulator,architecture,n,depth,n_samples,mean_entropy,std_entropy,stderr_entropy,mean_normalized_entropy,std_normalized_entropy,stderr_normalized_entropy,seed
PennyLane,0.44.1,lightning.qubit,all_to_all,14,18,50,6.272815370804611,0.007105948466365081,0.0010049328694657792,0.8961164815435158,0.0010151354951950106,0.00014356183849511118,1528416254
PennyLane,0.44.1,lightning.qubit,all_to_all,14,19,50,6.274075329357844,0.009388462577630288,0.0013277291107117019,0.8962964756225492,0.001341208939661478,0.00018967558724453,1528416254
PennyLane,0.44.1,lightning.qubit,all_to_all,14,20,50,6.2738729814838665,0.00743089114331507,0.0010508867035394285,0.8962675687834094,0.001061555877616441,0.00015012667193420442,1528416254
PennyLane,0.44.1,lightning.qubit,all_to_all,14,21,50,6.274717455759,0.009089861351296776,0.001285500520309493,0.8963882079655715,0.0012985516216138288,0.00018364293147278522,1528416254
PennyLane,0.44.1,lightning.qubit,all_to_all,14,22,50,6.272354972321565,0.00797134187737776,0.0011273179793300238,0.8960507103316521,0.0011387631253396752,0.00016104542561857412,1528416254
PennyLane,0.44.1,lightning.qubit,all_to_all,14,23,50,6.274983242841392,0.007508449759961496,0.0010618551482934556,0.8964261775487704,0.0010726356799945044,0.00015169359261335154,1528416254
PennyLane,0.44.1,lightning.qubit,all_to_all,14,24,50,6.273434659102537,0.007818919988062879,0.0011057622690228601,0.8962049513003625,0.0011169885697232729,0.0001579660384318378,1528416254
PennyLane,0.44.1,lightning.qubit,all_to_all,14,25,50,6.273103477857701,0.008764769642281215,0.0012395256099190074,0.8961576396939571,0.0012521099488973125,0.00017707508713128622,1528416254
PennyLane,0.44.1,lightning.qubit,all_to_all,14,26,50,6.274189274841099,0.007428816030523809,0.001050593238274143,0.8963127535487283,0.0010612594329319639,0.00015008474832487633,1528416254
PennyLane,0.44.1,lightning.qubit,all_to_all,14,27,50,6.274218803535684,0.006716099853190759,0.0009497999498634324,0.8963169719336693,0.0009594428361701032,0.00013568570712334675,1528416254
PennyLane,0.44.1,lightning.qubit,all_to_all,14,28,50,6.273930468249662,0.008423354004200507,0.0011912421473410074,0.8962757811785229,0.0012033362863143602,0.00017017744962014418,1528416254
PennyLane,0.44.1,lightning.qubit,all_to_all,14,29,50,6.27537771314543,0.00792978628675621,0.0011214411313450817,0.8964825304493473,0.0011328266123937498,0.00016020587590644103,1528416254
PennyLane,0.44.1,lightning.qubit,all_to_all,14,30,50,6.275683299347483,0.006718004615078,0.0009500693238728351,0.8965261856210688,0.0009597149450111385,0.00013572418912469013,1528416254
PennyLane,0.44.1,lightning.qubit,brickwall_1d,8,1,50,2.33850134778489e-16,2.0002774796537836e-16,2.8288195402358534e-17,5.846253369462225e-17,5.000693699134459e-17,7.072048850589633e-18,819795213
PennyLane,0.44.1,lightning.qubit,brickwall_1d,8,2,50,0.45452919324459784,0.33191526236854824,0.04693990656002251,0.11363229831114946,0.08297881559213706,0.011734976640005628,819795213
PennyLane,0.44.1,lightning.qubit,brickwall_1d,8,3,50,0.4201546739269277,0.2877669768127765,0.04069639614117325,0.10503866848173192,0.07194174420319413,0.010174099035293312,819795213
PennyLane,0.44.1,lightning.qubit,brickwall_1d,8,4,50,0.7967079024272614,0.3275123552842321,0.04631724146877166,0.19917697560681535,0.08187808882105803,0.011579310367192916,819795213
PennyLane,0.44.1,lightning.qubit,brickwall_1d,8,5,50,0.8202021179038624,0.3508028838095402,0.04961101960030448,0.2050505294759656,0.08770072095238506,0.01240275490007612,819795213
PennyLane,0.44.1,lightning.qubit,brickwall_1d,8,6,50,1.0853050830721882,0.34857405056304863,0.04929581497975884,0.27132627076804705,0.08714351264076216,0.01232395374493971,819795213
PennyLane,0.44.1,lightning.qubit,brickwall_1d,8,7,50,1.096281981416919,0.3081630930678605,0.04358084256394106,0.2740704953542297,0.07704077326696512,0.010895210640985266,819795213
PennyLane,0.44.1,lightning.qubit,brickwall_1d,8,8,50,1.4734622818503136,0.3522406534979494,0.04981435093959621,0.3683655704625784,0.08806016337448735,0.012453587734899052,819795213
PennyLane,0.44.1,lightning.qubit,brickwall_1d,8,9,50,1.4678586497120178,0.3558557835050148,0.05032560752816958,0.36696466242800446,0.0889639458762537,0.012581401882042395,819795213
PennyLane,0.44.1,lightning.qubit,brickwall_1d,8,10,50,1.7223107626656995,0.36278642744987466,0.051305748594449564,0.4305776906664249,0.09069660686246866,0.012826437148612391,819795213
PennyLane,0.44.1,lightning.qubit,brickwall_1d,8,11,50,1.6910488744082977,0.31294021012966944,0.04425642893772647,0.4227622186020744,0.07823505253241736,0.011064107234431618,819795213
PennyLane,0.44.1,lightning.qubit,brickwall_1d,8,12,50,2.043969669654425,0.2831290866548149,0.04004049942495465,0.5109924174136062,0.07078227166370372,0.010010124856238662,819795213
PennyLane,0.44.1,lightning.qubit,brickwall_1d,8,13,50,1.963083949153838,0.364941967794748,0.051610588033445794,0.4907709872884595,0.091235491948687,0.012902647008361448,819795213
PennyLane,0.44.1,lightning.qubit,brickwall_1d,8,14,50,2.1532945016056564,0.27225557096719827,0.03850275208934424,0.5383236254014141,0.06806389274179957,0.00962568802233606,819795213
PennyLane,0.44.1,lightning.qubit,brickwall_1d,8,15,50,2.2268223667922733,0.32807475357554655,0.046396776597874896,0.5567055916980683,0.08201868839388664,0.011599194149468724,819795213
PennyLane,0.44.1,lightning.qubit,brickwall_1d,8,16,50,2.3556424079520313,0.3020689634665127,0.04271900249063252,0.5889106019880078,0.07551724086662817,0.01067975062265813,819795213
PennyLane,0.44.1,lightning.qubit,brickwall_1d,8,17,50,2.423175510796058,0.29297760391753647,0.041433290093175285,0.6057938776990145,0.07324440097938412,0.010358322523293821,819795213
