architecture,mean_S_depth30,mean_Snorm_depth30,mean_Snorm_stderr_depth30,median_saturation_depth,mean_saturation_depth
all_to_all,4.76313445942068,0.8596543402745679,0.0009300686515871755,,
brickwall_1d,3.947490179244847,0.7258104933110892,0.0055079554449996345,,
grid_2d,4.7557322014127035,0.8584652302247727,0.0009767387400974683,,
