framework,framework_version,architecture,observable,n,k,depth,n_params,n_param_sets,n_grad_components,var_pooled,var_stderr,mean_abs_grad,seed,wall_time_s,timestamp
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,8,2,1,8,50,400,5.83722559e-02,6.36157720e-03,7.66359547e-02,42082231,0.184,2026-08-22T13:10:29.970515+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,8,2,2,16,50,800,6.41518792e-02,4.26250167e-03,1.06416560e-01,42082262,0.240,2026-08-22T13:10:30.215404+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,8,2,3,24,50,1200,4.67096628e-02,4.27913925e-03,8.34568975e-02,42082293,0.334,2026-08-22T13:10:30.553075+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,8,2,4,32,50,1600,4.35081954e-02,2.92234394e-03,9.33164018e-02,42082324,0.380,2026-08-22T13:10:30.937803+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,8,2,5,40,50,2000,3.60214436e-02,2.28480958e-03,8.86821111e-02,42082355,0.443,2026-08-22T13:10:31.384679+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,8,2,6,48,50,2400,3.69665977e-02,2.60530147e-03,9.10963411e-02,42082386,0.529,2026-08-22T13:10:31.917884+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,8,2,7,56,50,2800,3.18805298e-02,1.88586448e-03,8.74795654e-02,42082417,0.587,2026-08-22T13:10:32.509266+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,8,2,8,64,50,3200,3.03222736e-02,1.75004146e-03,8.90786507e-02,42082448,1.816,2026-08-22T13:10:34.329164+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,8,2,9,72,50,3600,2.39689733e-02,1.44290813e-03,8.34176926e-02,42082479,2.781,2026-08-22T13:10:37.116320+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,8,2,10,80,50,4000,2.75283192e-02,1.50135514e-03,8.72479146e-02,42082510,0.974,2026-08-22T13:10:38.100550+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,8,2,11,88,50,4400,1.85766546e-02,1.01836467e-03,7.60213192e-02,42082541,1.027,2026-08-22T13:10:39.133290+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,8,2,12,96,50,4800,2.36933642e-02,1.08099757e-03,8.54654382e-02,42082572,0.851,2026-08-22T13:10:39.988624+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,8,2,13,104,50,5200,1.80311269e-02,9.25134402e-04,7.83779479e-02,42082603,0.931,2026-08-22T13:10:40.925327+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,8,2,14,112,50,5600,1.92319567e-02,1.28194896e-03,7.87029885e-02,42082634,1.016,2026-08-22T13:10:41.945562+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,8,2,15,120,50,6000,1.39057958e-02,7.98122698e-04,7.14247692e-02,42082665,1.022,2026-08-22T13:10:42.971922+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,8,2,16,128,50,6400,1.53852884e-02,7.13082910e-04,7.35594633e-02,42082696,1.369,2026-08-22T13:10:44.345488+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,8,2,17,136,50,6800,1.20741605e-02,7.02433806e-04,6.79438343e-02,42082727,1.166,2026-08-22T13:10:45.516807+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,8,2,18,144,50,7200,1.38677670e-02,7.98685591e-04,7.04397951e-02,42082758,1.950,2026-08-22T13:10:47.471020+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,8,2,19,152,50,7600,9.32385837e-03,4.14226177e-04,6.20157035e-02,42082789,2.006,2026-08-22T13:10:49.482442+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,8,2,20,160,50,8000,1.00528048e-02,5.67787750e-04,6.29214331e-02,42082820,1.546,2026-08-22T13:10:51.032656+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,8,2,21,168,50,8400,8.90983693e-03,4.50140059e-04,6.20914098e-02,42082851,1.434,2026-08-22T13:10:52.471360+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,8,2,22,176,50,8800,1.00936670e-02,6.49148617e-04,6.32348949e-02,42082882,1.673,2026-08-22T13:10:54.148713+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,8,2,23,184,50,9200,7.58946785e-03,3.62887406e-04,5.85291771e-02,42082913,1.750,2026-08-22T13:10:55.904718+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,8,2,24,192,50,9600,7.62496276e-03,3.72153829e-04,5.77883390e-02,42082944,1.784,2026-08-22T13:10:57.694468+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,8,2,25,200,50,10000,6.51638798e-03,2.65510395e-04,5.58738251e-02,42082975,2.082,2026-08-22T13:10:59.781054+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,8,2,26,208,50,10400,6.77194506e-03,3.08216763e-04,5.51685285e-02,42083006,2.939,2026-08-22T13:11:02.723989+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,8,2,27,216,50,10800,6.26208472e-03,3.07462820e-04,5.47885581e-02,42083037,1.936,2026-08-22T13:11:04.664387+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,8,2,28,224,50,11200,6.56176427e-03,3.26351060e-04,5.57064315e-02,42083068,2.025,2026-08-22T13:11:06.694531+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,8,2,29,232,50,11600,5.02444720e-03,1.47824123e-04,5.00703284e-02,42083099,2.040,2026-08-22T13:11:08.738290+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,8,2,30,240,50,12000,5.69351186e-03,1.82747905e-04,5.25550184e-02,42083130,2.125,2026-08-22T13:11:10.868489+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,8,3,1,8,50,400,6.78195717e-02,4.20162832e-03,1.03781552e-01,42083240,0.197,2026-08-22T13:11:11.072034+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,8,3,2,16,50,800,4.22933710e-02,3.48637298e-03,8.95221996e-02,42083271,0.270,2026-08-22T13:11:11.346033+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,8,3,3,24,50,1200,4.70647127e-02,2.78535165e-03,9.34841647e-02,42083302,0.323,2026-08-22T13:11:11.673775+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,8,3,4,32,50,1600,3.40903457e-02,1.90552158e-03,9.64122593e-02,42083333,0.386,2026-08-22T13:11:12.063917+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,8,3,5,40,50,2000,2.94162754e-02,1.94367005e-03,8.34533259e-02,42083364,0.482,2026-08-22T13:11:12.550607+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,8,3,6,48,50,2400,2.83218811e-02,1.90078983e-03,8.92243673e-02,42083395,0.814,2026-08-22T13:11:13.369971+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,8,3,7,56,50,2800,2.73527138e-02,1.54602366e-03,8.31251336e-02,42083426,0.893,2026-08-22T13:11:14.268921+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,8,3,8,64,50,3200,1.89358199e-02,1.19707732e-03,7.91701660e-02,42083457,1.066,2026-08-22T13:11:15.338493+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,8,3,9,72,50,3600,2.11755580e-02,1.19622088e-03,8.31776294e-02,42083488,0.826,2026-08-22T13:11:16.171679+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,8,3,10,80,50,4000,1.73503661e-02,1.18227961e-03,7.93456393e-02,42083519,0.711,2026-08-22T13:11:16.887438+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,8,3,11,88,50,4400,1.76643568e-02,9.71116775e-04,7.80870297e-02,42083550,1.012,2026-08-22T13:11:17.903312+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,8,3,12,96,50,4800,1.56724553e-02,9.17398502e-04,7.75788523e-02,42083581,0.861,2026-08-22T13:11:18.768370+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,8,3,13,104,50,5200,1.40563806e-02,7.45619149e-04,7.25766269e-02,42083612,0.928,2026-08-22T13:11:19.700256+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,8,3,14,112,50,5600,1.30953199e-02,7.46680507e-04,7.26371282e-02,42083643,0.962,2026-08-22T13:11:20.666862+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,8,3,15,120,50,6000,1.18674200e-02,6.28928079e-04,6.86561430e-02,42083674,1.033,2026-08-22T13:11:21.704567+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,8,3,16,128,50,6400,9.91332194e-03,5.06105434e-04,6.68709040e-02,42083705,1.289,2026-08-22T13:11:22.997834+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,8,3,17,136,50,6800,1.09236022e-02,4.62511525e-04,6.72269730e-02,42083736,1.174,2026-08-22T13:11:24.176228+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,8,3,18,144,50,7200,9.13720332e-03,5.20346589e-04,6.50221569e-02,42083767,1.434,2026-08-22T13:11:25.614111+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,8,3,19,152,50,7600,8.14528333e-03,4.48396670e-04,6.05255543e-02,42083798,2.109,2026-08-22T13:11:27.727080+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,8,3,20,160,50,8000,8.25154158e-03,3.31735864e-04,6.22530197e-02,42083829,2.007,2026-08-22T13:11:29.738987+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,8,3,21,168,50,8400,7.24091830e-03,3.55673156e-04,5.80276835e-02,42083860,1.372,2026-08-22T13:11:31.114728+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,8,3,22,176,50,8800,7.24001580e-03,3.14744495e-04,5.95124781e-02,42083891,1.634,2026-08-22T13:11:32.752864+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,8,3,23,184,50,9200,6.28461165e-03,2.21671724e-04,5.54872427e-02,42083922,1.721,2026-08-22T13:11:34.478547+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,8,3,24,192,50,9600,5.85693099e-03,2.63864422e-04,5.46908439e-02,42083953,1.751,2026-08-22T13:11:36.233402+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,8,3,25,200,50,10000,5.99487172e-03,2.83175547e-04,5.44317123e-02,42083984,1.827,2026-08-22T13:11:38.064461+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,8,3,26,208,50,10400,5.52995652e-03,2.72383188e-04,5.38016893e-02,42084015,2.472,2026-08-22T13:11:40.540983+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,8,3,27,216,50,10800,5.80242646e-03,1.96547194e-04,5.44004528e-02,42084046,2.574,2026-08-22T13:11:43.118367+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,8,3,28,224,50,11200,4.91772152e-03,1.79836545e-04,5.10839389e-02,42084077,2.037,2026-08-22T13:11:45.159329+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,8,3,29,232,50,11600,4.93140668e-03,1.88465612e-04,5.07360467e-02,42084108,2.068,2026-08-22T13:11:47.231219+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,8,3,30,240,50,12000,4.67824339e-03,1.87298752e-04,5.04941707e-02,42084139,2.148,2026-08-22T13:11:49.382389+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,8,4,1,8,50,400,6.11283882e-02,4.68586126e-03,9.99750413e-02,42084249,0.217,2026-08-22T13:11:49.604780+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,8,4,2,16,50,800,4.26939131e-02,2.79267465e-03,1.00173127e-01,42084280,0.263,2026-08-22T13:11:49.871705+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,8,4,3,24,50,1200,2.81926999e-02,2.07046596e-03,8.09484920e-02,42084311,0.323,2026-08-22T13:11:50.198720+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,8,4,4,32,50,1600,2.87169250e-02,2.11108991e-03,8.74865507e-02,42084342,0.556,2026-08-22T13:11:50.759041+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,8,4,5,40,50,2000,2.19733852e-02,1.68217501e-03,7.90484211e-02,42084373,0.471,2026-08-22T13:11:51.233493+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,8,4,6,48,50,2400,2.35419678e-02,1.77364268e-03,8.52196565e-02,42084404,0.643,2026-08-22T13:11:51.889000+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,8,4,7,56,50,2800,1.62891236e-02,1.49011744e-03,7.35193346e-02,42084435,0.976,2026-08-22T13:11:52.869407+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,8,4,8,64,50,3200,1.60883538e-02,1.03700077e-03,7.50085121e-02,42084466,0.967,2026-08-22T13:11:53.840803+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,8,4,9,72,50,3600,1.43818514e-02,1.21237998e-03,7.27931258e-02,42084497,1.133,2026-08-22T13:11:54.981148+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,8,4,10,80,50,4000,1.65394168e-02,8.75165523e-04,7.95111832e-02,42084528,0.884,2026-08-22T13:11:55.869748+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,8,4,11,88,50,4400,1.18807196e-02,6.89099781e-04,7.05932821e-02,42084559,0.789,2026-08-22T13:11:56.664360+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,8,4,12,96,50,4800,1.24311488e-02,6.73724907e-04,7.28128278e-02,42084590,1.083,2026-08-22T13:11:57.751122+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,8,4,13,104,50,5200,9.68846679e-03,6.18457279e-04,6.55975020e-02,42084621,0.935,2026-08-22T13:11:58.690316+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,8,4,14,112,50,5600,1.04578778e-02,6.95872612e-04,6.72142511e-02,42084652,0.971,2026-08-22T13:11:59.665079+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,8,4,15,120,50,6000,7.97175410e-03,4.60266570e-04,6.06038906e-02,42084683,1.020,2026-08-22T13:12:00.688548+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,8,4,16,128,50,6400,8.94353907e-03,5.44162444e-04,6.46687648e-02,42084714,1.306,2026-08-22T13:12:01.998855+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,8,4,17,136,50,6800,7.48422479e-03,3.36645060e-04,6.13211368e-02,42084745,1.151,2026-08-22T13:12:03.153542+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,8,4,18,144,50,7200,7.09121105e-03,5.29926146e-04,5.84032813e-02,42084776,1.450,2026-08-22T13:12:04.607480+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,8,4,19,152,50,7600,6.04620218e-03,3.36573106e-04,5.56275128e-02,42084807,1.626,2026-08-22T13:12:06.237833+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,8,4,20,160,50,8000,6.95657687e-03,3.14860331e-04,5.92395274e-02,42084838,2.461,2026-08-22T13:12:08.703260+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,8,4,21,168,50,8400,6.11955384e-03,2.83158418e-04,5.70160660e-02,42084869,1.366,2026-08-22T13:12:10.072806+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,8,4,22,176,50,8800,6.15798140e-03,2.39632836e-04,5.73068727e-02,42084900,1.651,2026-08-22T13:12:11.727460+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,8,4,23,184,50,9200,5.52379322e-03,2.68810636e-04,5.46842467e-02,42084931,1.735,2026-08-22T13:12:13.468179+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,8,4,24,192,50,9600,5.29849982e-03,2.09486734e-04,5.35475610e-02,42084962,1.760,2026-08-22T13:12:15.232544+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,8,4,25,200,50,10000,4.55715243e-03,1.37378853e-04,5.09422964e-02,42084993,1.844,2026-08-22T13:12:17.080136+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,8,4,26,208,50,10400,5.63019307e-03,2.34098384e-04,5.52189918e-02,42085024,2.143,2026-08-22T13:12:19.226964+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,8,4,27,216,50,10800,4.66162887e-03,1.86481162e-04,5.11167335e-02,42085055,2.908,2026-08-22T13:12:22.139618+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,8,4,28,224,50,11200,4.82094914e-03,1.95650396e-04,5.17322812e-02,42085086,1.999,2026-08-22T13:12:24.143230+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,8,4,29,232,50,11600,4.56450991e-03,1.34648080e-04,5.08605116e-02,42085117,2.078,2026-08-22T13:12:26.225056+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,8,4,30,240,50,12000,4.65415000e-03,1.45884831e-04,5.12451128e-02,42085148,2.330,2026-08-22T13:12:28.559090+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,8,5,1,8,50,400,4.78496885e-02,3.82005870e-03,9.85897573e-02,42085258,0.224,2026-08-22T13:12:28.790830+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,8,5,2,16,50,800,2.39667710e-02,2.31980040e-03,7.51428651e-02,42085289,0.265,2026-08-22T13:12:29.060559+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,8,5,3,24,50,1200,2.71657245e-02,2.69768091e-03,8.02199648e-02,42085320,0.317,2026-08-22T13:12:29.382619+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,8,5,4,32,50,1600,1.75726443e-02,2.47039850e-03,7.02341606e-02,42085351,0.375,2026-08-22T13:12:29.762665+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,8,5,5,40,50,2000,1.84100466e-02,1.73785958e-03,7.62341131e-02,42085382,0.428,2026-08-22T13:12:30.196141+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,8,5,6,48,50,2400,1.16653084e-02,9.84435206e-04,6.53099001e-02,42085413,0.499,2026-08-22T13:12:30.700556+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,8,5,7,56,50,2800,1.53364662e-02,1.20229831e-03,7.53998008e-02,42085444,0.535,2026-08-22T13:12:31.239911+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,8,5,8,64,50,3200,1.14509143e-02,1.08112071e-03,6.73535822e-02,42085475,0.722,2026-08-22T13:12:31.967071+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,8,5,9,72,50,3600,1.08972565e-02,7.63429204e-04,6.69210241e-02,42085506,1.083,2026-08-22T13:12:33.055599+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,8,5,10,80,50,4000,8.81480576e-03,6.72005096e-04,6.35289477e-02,42085537,1.184,2026-08-22T13:12:34.246671+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,8,5,11,88,50,4400,1.00369220e-02,6.92167249e-04,6.70757758e-02,42085568,1.099,2026-08-22T13:12:35.351988+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,8,5,12,96,50,4800,6.96497481e-03,5.27098818e-04,5.84263171e-02,42085599,0.860,2026-08-22T13:12:36.216567+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,8,5,13,104,50,5200,8.72757378e-03,6.55424160e-04,6.37784950e-02,42085630,0.902,2026-08-22T13:12:37.122272+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,8,5,14,112,50,5600,7.43901991e-03,5.34969880e-04,6.08399323e-02,42085661,0.939,2026-08-22T13:12:38.065357+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,8,5,15,120,50,6000,7.46829410e-03,4.42457935e-04,6.08467362e-02,42085692,1.262,2026-08-22T13:12:39.331301+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,8,5,16,128,50,6400,6.27068261e-03,3.53133973e-04,5.76421947e-02,42085723,1.070,2026-08-22T13:12:40.406052+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,8,5,17,136,50,6800,6.57425289e-03,2.93870641e-04,5.82251656e-02,42085754,1.339,2026-08-22T13:12:41.749483+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,8,5,18,144,50,7200,5.77314521e-03,2.92437133e-04,5.62650690e-02,42085785,1.184,2026-08-22T13:12:42.938967+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,8,5,19,152,50,7600,5.79035811e-03,2.79358660e-04,5.52842395e-02,42085816,1.281,2026-08-22T13:12:44.224948+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,8,5,20,160,50,8000,4.77123796e-03,2.16015261e-04,5.21285404e-02,42085847,2.052,2026-08-22T13:12:46.280628+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,8,5,21,168,50,8400,5.47807343e-03,1.98458890e-04,5.50538879e-02,42085878,2.433,2026-08-22T13:12:48.717589+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,8,5,22,176,50,8800,5.19139272e-03,2.12403728e-04,5.43894787e-02,42085909,1.632,2026-08-22T13:12:50.354153+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,8,5,23,184,50,9200,5.07186016e-03,1.71500818e-04,5.31668075e-02,42085940,1.487,2026-08-22T13:12:51.845497+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,8,5,24,192,50,9600,4.51048925e-03,1.62908010e-04,5.18484100e-02,42085971,1.759,2026-08-22T13:12:53.608778+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,8,5,25,200,50,10000,4.59103483e-03,1.70158207e-04,5.10433462e-02,42086002,1.831,2026-08-22T13:12:55.443946+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,8,5,26,208,50,10400,4.47190073e-03,1.71161468e-04,5.11065807e-02,42086033,2.104,2026-08-22T13:12:57.552370+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,8,5,27,216,50,10800,4.49566325e-03,1.16609777e-04,5.07644461e-02,42086064,2.796,2026-08-22T13:13:00.352846+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,8,5,28,224,50,11200,4.50132857e-03,1.23955307e-04,5.20459040e-02,42086095,2.486,2026-08-22T13:13:02.847223+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,8,5,29,232,50,11600,4.41848540e-03,1.00656225e-04,5.06915068e-02,42086126,2.060,2026-08-22T13:13:04.911845+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,8,5,30,240,50,12000,4.38387294e-03,1.24722509e-04,5.09736987e-02,42086157,2.127,2026-08-22T13:13:07.043745+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,8,6,1,8,50,400,5.42715867e-02,4.83928537e-03,9.95680312e-02,42086267,0.195,2026-08-22T13:13:07.244023+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,8,6,2,16,50,800,2.10113302e-02,2.78584189e-03,7.08982314e-02,42086298,0.268,2026-08-22T13:13:07.515694+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,8,6,3,24,50,1200,1.30795031e-02,1.34594472e-03,6.12292116e-02,42086329,0.342,2026-08-22T13:13:07.861895+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,8,6,4,32,50,1600,1.31779638e-02,1.53553871e-03,6.46977591e-02,42086360,0.379,2026-08-22T13:13:08.245040+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,8,6,5,40,50,2000,1.00349246e-02,1.00092953e-03,5.93364205e-02,42086391,0.477,2026-08-22T13:13:08.726155+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,8,6,6,48,50,2400,1.07797691e-02,1.23638475e-03,6.39581365e-02,42086422,0.506,2026-08-22T13:13:09.236885+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,8,6,7,56,50,2800,9.38089798e-03,8.66490875e-04,6.20517691e-02,42086453,0.576,2026-08-22T13:13:09.816967+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,8,6,8,64,50,3200,7.84845305e-03,7.07193408e-04,5.76086410e-02,42086484,0.609,2026-08-22T13:13:10.430650+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,8,6,9,72,50,3600,7.32928892e-03,6.73325245e-04,5.73908149e-02,42086515,0.677,2026-08-22T13:13:11.112490+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,8,6,10,80,50,4000,7.23983638e-03,5.39918335e-04,5.91575989e-02,42086546,0.969,2026-08-22T13:13:12.085473+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,8,6,11,88,50,4400,6.39049727e-03,4.36390710e-04,5.66178717e-02,42086577,1.297,2026-08-22T13:13:13.386708+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,8,6,12,96,50,4800,5.96329065e-03,4.13252053e-04,5.60682401e-02,42086608,1.639,2026-08-22T13:13:15.030099+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,8,6,13,104,50,5200,5.48437147e-03,3.35192118e-04,5.39746866e-02,42086639,0.930,2026-08-22T13:13:15.964274+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,8,6,14,112,50,5600,5.38058044e-03,2.95535361e-04,5.37427845e-02,42086670,0.980,2026-08-22T13:13:16.949045+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,8,6,15,120,50,6000,5.30177584e-03,2.95942683e-04,5.36632107e-02,42086701,1.026,2026-08-22T13:13:17.979518+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,8,6,16,128,50,6400,5.71659046e-03,3.27005523e-04,5.59671794e-02,42086732,1.356,2026-08-22T13:13:19.340172+00:00
