framework,framework_version,architecture,observable,n,k,depth,n_params,n_param_sets,n_grad_components,var_pooled,var_stderr,mean_abs_grad,seed,wall_time_s,timestamp
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,10,5,15,150,50,7500,4.98183947e-03,3.73367619e-04,4.48411154e-02,42105706,1.489,2026-08-22T13:17:05.540721+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,10,5,16,160,50,8000,3.29942034e-03,2.20110032e-04,3.89775293e-02,42105737,1.382,2026-08-22T13:17:06.926841+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,10,5,17,170,50,8500,3.81142593e-03,2.28982717e-04,4.08553619e-02,42105768,1.637,2026-08-22T13:17:08.570870+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,10,5,18,180,50,9000,2.94416552e-03,1.87285844e-04,3.66710327e-02,42105799,2.516,2026-08-22T13:17:11.091314+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,10,5,19,190,50,9500,3.11469426e-03,1.89132121e-04,3.75209637e-02,42105830,2.248,2026-08-22T13:17:13.345320+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,10,5,20,200,50,10000,2.29331479e-03,1.15058239e-04,3.36513785e-02,42105861,1.849,2026-08-22T13:17:15.198116+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,10,5,21,210,50,10500,2.62375822e-03,1.70675020e-04,3.48262138e-02,42105892,1.956,2026-08-22T13:17:17.158657+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,10,5,22,220,50,11000,2.35535893e-03,1.51917345e-04,3.37026444e-02,42105923,1.997,2026-08-22T13:17:19.160075+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,10,5,23,230,50,11500,2.27316236e-03,1.17019943e-04,3.30872193e-02,42105954,2.089,2026-08-22T13:17:21.253694+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,10,5,24,240,50,12000,2.08260070e-03,9.96326977e-05,3.24260645e-02,42105985,3.077,2026-08-22T13:17:24.335391+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,10,5,25,250,50,12500,2.01713047e-03,9.88498950e-05,3.15387804e-02,42106016,2.835,2026-08-22T13:17:27.175435+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,10,5,26,260,50,13000,1.59643503e-03,6.16469795e-05,2.93620053e-02,42106047,2.502,2026-08-22T13:17:29.681763+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,10,5,27,270,50,13500,1.66631550e-03,7.49098616e-05,2.95004208e-02,42106078,2.629,2026-08-22T13:17:32.315444+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,10,5,28,280,50,14000,1.58404637e-03,6.02071140e-05,2.92966847e-02,42106109,2.480,2026-08-22T13:17:34.799545+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,10,5,29,290,50,14500,1.56428944e-03,7.51952075e-05,2.89304375e-02,42106140,4.083,2026-08-22T13:17:38.886846+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,10,5,30,300,50,15000,1.43172344e-03,4.82788161e-05,2.82074401e-02,42106171,2.847,2026-08-22T13:17:41.738309+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,10,6,1,10,50,500,3.43104158e-02,3.08886289e-03,7.12989238e-02,42106281,0.214,2026-08-22T13:17:41.958317+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,10,6,2,20,50,1000,1.41378652e-02,1.98774212e-03,4.88454754e-02,42106312,0.298,2026-08-22T13:17:42.260441+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,10,6,3,30,50,1500,9.77503063e-03,1.21538711e-03,4.73228854e-02,42106343,0.363,2026-08-22T13:17:42.628420+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,10,6,4,40,50,2000,1.16421159e-02,1.28344966e-03,5.48394075e-02,42106374,0.457,2026-08-22T13:17:43.089404+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,10,6,5,50,50,2500,7.84883181e-03,7.86662103e-04,4.75077341e-02,42106405,0.525,2026-08-22T13:17:43.619323+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,10,6,6,60,50,3000,6.90398362e-03,6.15345996e-04,4.68961242e-02,42106436,0.612,2026-08-22T13:17:44.236236+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,10,6,7,70,50,3500,6.66359999e-03,7.13185873e-04,4.65202634e-02,42106467,0.705,2026-08-22T13:17:44.943892+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,10,6,8,80,50,4000,7.75134945e-03,1.14954028e-03,4.93518838e-02,42106498,0.758,2026-08-22T13:17:45.706213+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,10,6,9,90,50,4500,4.70223492e-03,4.27272452e-04,4.27428168e-02,42106529,1.056,2026-08-22T13:17:46.767506+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,10,6,10,100,50,5000,5.12963606e-03,3.74616824e-04,4.39630212e-02,42106560,0.905,2026-08-22T13:17:47.677838+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,10,6,11,110,50,5500,4.07769607e-03,3.22640823e-04,4.12063556e-02,42106591,1.148,2026-08-22T13:17:48.830255+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,10,6,12,120,50,6000,4.26960269e-03,3.61979157e-04,4.20845340e-02,42106622,1.781,2026-08-22T13:17:50.616296+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,10,6,13,130,50,6500,3.01649671e-03,3.05868253e-04,3.66401554e-02,42106653,1.795,2026-08-22T13:17:52.415258+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,10,6,14,140,50,7000,3.11692101e-03,2.29443790e-04,3.76194866e-02,42106684,1.205,2026-08-22T13:17:53.624946+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,10,6,15,150,50,7500,2.57088104e-03,1.54910613e-04,3.55785747e-02,42106715,1.487,2026-08-22T13:17:55.116890+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,10,6,16,160,50,8000,3.08867862e-03,1.52272848e-04,3.87803585e-02,42106746,1.384,2026-08-22T13:17:56.505542+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,10,6,17,170,50,8500,2.09239292e-03,1.56156315e-04,3.20976394e-02,42106777,1.643,2026-08-22T13:17:58.152729+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,10,6,18,180,50,9000,2.58852637e-03,1.66009589e-04,3.56461674e-02,42106808,1.756,2026-08-22T13:17:59.912507+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,10,6,19,190,50,9500,1.72247452e-03,8.25998672e-05,3.01690697e-02,42106839,1.910,2026-08-22T13:18:01.826678+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,10,6,20,200,50,10000,2.12244705e-03,1.34619836e-04,3.25763133e-02,42106870,3.105,2026-08-22T13:18:04.936247+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,10,6,21,210,50,10500,1.73303019e-03,8.96540956e-05,3.03860465e-02,42106901,1.975,2026-08-22T13:18:06.915285+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,10,6,22,220,50,11000,1.77847237e-03,9.26317907e-05,3.06434911e-02,42106932,2.029,2026-08-22T13:18:08.949372+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,10,6,23,230,50,11500,1.53190975e-03,6.97850882e-05,2.89161785e-02,42106963,2.102,2026-08-22T13:18:11.055947+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,10,6,24,240,50,12000,1.79806360e-03,1.18903552e-04,3.06872194e-02,42106994,2.093,2026-08-22T13:18:13.153483+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,10,6,25,250,50,12500,1.47741306e-03,5.66911796e-05,2.86910759e-02,42107025,3.048,2026-08-22T13:18:16.205741+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,10,6,26,260,50,13000,1.63648401e-03,7.51007508e-05,2.97852852e-02,42107056,3.293,2026-08-22T13:18:19.503601+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,10,6,27,270,50,13500,1.43760229e-03,5.66544625e-05,2.81975336e-02,42107087,2.462,2026-08-22T13:18:21.969757+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,10,6,28,280,50,14000,1.35879332e-03,5.15085367e-05,2.74431559e-02,42107118,2.749,2026-08-22T13:18:24.723383+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,10,6,29,290,50,14500,1.25641262e-03,5.01489609e-05,2.68108871e-02,42107149,2.791,2026-08-22T13:18:27.518173+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,10,6,30,300,50,15000,1.22968101e-03,4.28303090e-05,2.62890253e-02,42107180,4.130,2026-08-22T13:18:31.652873+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,10,8,1,10,50,500,2.63153806e-02,2.83950539e-03,6.73759440e-02,42108299,0.226,2026-08-22T13:18:31.883954+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,10,8,2,20,50,1000,6.05896060e-03,1.11712808e-03,3.31261223e-02,42108330,0.298,2026-08-22T13:18:32.185941+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,10,8,3,30,50,1500,5.55750786e-03,8.91262018e-04,3.79334124e-02,42108361,0.384,2026-08-22T13:18:32.574141+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,10,8,4,40,50,2000,4.49221396e-03,9.43353686e-04,3.36659139e-02,42108392,0.438,2026-08-22T13:18:33.016805+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,10,8,5,50,50,2500,3.03086453e-03,3.35052126e-04,3.20417823e-02,42108423,0.539,2026-08-22T13:18:33.560006+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,10,8,6,60,50,3000,3.30354772e-03,4.76477224e-04,3.22119696e-02,42108454,0.609,2026-08-22T13:18:34.173389+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,10,8,7,70,50,3500,2.61056090e-03,3.72175024e-04,3.03991209e-02,42108485,0.698,2026-08-22T13:18:34.875741+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,10,8,8,80,50,4000,2.54629818e-03,2.68209098e-04,3.21409056e-02,42108516,0.768,2026-08-22T13:18:35.649008+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,10,8,9,90,50,4500,2.25289080e-03,1.86390799e-04,3.17409960e-02,42108547,0.836,2026-08-22T13:18:36.489766+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,10,8,10,100,50,5000,2.64413758e-03,2.90824748e-04,3.43714485e-02,42108578,1.125,2026-08-22T13:18:37.619842+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,10,8,11,110,50,5500,1.84619057e-03,1.49958543e-04,2.97277717e-02,42108609,0.971,2026-08-22T13:18:38.595302+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,10,8,12,120,50,6000,1.86600938e-03,1.24313523e-04,3.02858979e-02,42108640,1.042,2026-08-22T13:18:39.641237+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,10,8,13,130,50,6500,2.04263045e-03,1.73080948e-04,3.20170175e-02,42108671,1.382,2026-08-22T13:18:41.027215+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,10,8,14,140,50,7000,1.81298701e-03,1.52292688e-04,3.07126948e-02,42108702,1.889,2026-08-22T13:18:42.921182+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,10,8,15,150,50,7500,1.70241765e-03,1.07009758e-04,3.00640143e-02,42108733,2.161,2026-08-22T13:18:45.086832+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,10,8,16,160,50,8000,1.70308653e-03,1.22178524e-04,3.02012960e-02,42108764,1.379,2026-08-22T13:18:46.470298+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,10,8,17,170,50,8500,1.32840538e-03,7.98045795e-05,2.71115272e-02,42108795,1.649,2026-08-22T13:18:48.123506+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,10,8,18,180,50,9000,1.48112427e-03,8.63333257e-05,2.88951229e-02,42108826,1.714,2026-08-22T13:18:49.841644+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,10,8,19,190,50,9500,1.35553371e-03,6.75921311e-05,2.77599945e-02,42108857,1.806,2026-08-22T13:18:51.652242+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,10,8,20,200,50,10000,1.37395291e-03,6.52650120e-05,2.81664135e-02,42108888,1.886,2026-08-22T13:18:53.542682+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,10,8,21,210,50,10500,1.28988737e-03,7.20546314e-05,2.70960544e-02,42108919,2.589,2026-08-22T13:18:56.136370+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,10,8,22,220,50,11000,1.33967023e-03,7.66651097e-05,2.76142761e-02,42108950,2.644,2026-08-22T13:18:58.785666+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,10,8,23,230,50,11500,1.17448114e-03,4.07458602e-05,2.62871632e-02,42108981,2.082,2026-08-22T13:19:00.871875+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,10,8,24,240,50,12000,1.14903359e-03,4.66337375e-05,2.61138382e-02,42109012,2.113,2026-08-22T13:19:02.989308+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,10,8,25,250,50,12500,1.15963261e-03,4.38796660e-05,2.61409929e-02,42109043,2.448,2026-08-22T13:19:05.441764+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,10,8,26,260,50,13000,1.15237112e-03,3.51143359e-05,2.62031551e-02,42109074,2.761,2026-08-22T13:19:08.207981+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,10,8,27,270,50,13500,1.17660691e-03,3.13752981e-05,2.66785176e-02,42109105,3.665,2026-08-22T13:19:11.879398+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,10,8,28,280,50,14000,1.15081076e-03,4.19556163e-05,2.62542036e-02,42109136,2.502,2026-08-22T13:19:14.386384+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,10,8,29,290,50,14500,1.09352782e-03,2.64777208e-05,2.58040924e-02,42109167,2.834,2026-08-22T13:19:17.225151+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,10,8,30,300,50,15000,1.08538887e-03,2.35824115e-05,2.57082658e-02,42109198,2.859,2026-08-22T13:19:20.089247+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,10,10,1,10,50,500,1.87571823e-02,3.01491574e-03,5.60260195e-02,42110317,0.211,2026-08-22T13:19:20.305687+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,10,10,2,20,50,1000,2.68829323e-03,7.60185564e-04,1.92237249e-02,42110348,0.295,2026-08-22T13:19:20.605709+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,10,10,3,30,50,1500,3.12722059e-03,6.82704124e-04,2.57748839e-02,42110379,0.488,2026-08-22T13:19:21.097264+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,10,10,4,40,50,2000,2.18758178e-03,6.56331986e-04,2.30667959e-02,42110410,0.729,2026-08-22T13:19:21.832739+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,10,10,5,50,50,2500,2.46713632e-03,4.62820564e-04,2.65284562e-02,42110441,0.815,2026-08-22T13:19:22.651895+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,10,10,6,60,50,3000,1.64158986e-03,2.46920658e-04,2.41011994e-02,42110472,0.999,2026-08-22T13:19:23.654986+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,10,10,7,70,50,3500,1.91269004e-03,2.38454614e-04,2.82473778e-02,42110503,0.825,2026-08-22T13:19:24.484429+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,10,10,8,80,50,4000,2.00227557e-03,3.07606666e-04,2.74631189e-02,42110534,0.746,2026-08-22T13:19:25.235327+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,10,10,9,90,50,4500,1.49277936e-03,1.89451857e-04,2.51430351e-02,42110565,1.033,2026-08-22T13:19:26.271795+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,10,10,10,100,50,5000,1.69086620e-03,1.71865279e-04,2.86692984e-02,42110596,0.891,2026-08-22T13:19:27.167177+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,10,10,11,110,50,5500,1.65366005e-03,1.44252644e-04,2.85625408e-02,42110627,0.954,2026-08-22T13:19:28.125768+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,10,10,12,120,50,6000,1.75432146e-03,1.72828009e-04,2.92491147e-02,42110658,1.045,2026-08-22T13:19:29.175556+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,10,10,13,130,50,6500,1.50024584e-03,1.20854134e-04,2.78264644e-02,42110689,1.335,2026-08-22T13:19:30.517238+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,10,10,14,140,50,7000,1.37750951e-03,1.12369091e-04,2.71502725e-02,42110720,1.234,2026-08-22T13:19:31.755323+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,10,10,15,150,50,7500,1.59408885e-03,1.03761280e-04,2.94812238e-02,42110751,1.476,2026-08-22T13:19:33.235653+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,10,10,16,160,50,8000,1.34360168e-03,9.45211074e-05,2.75083556e-02,42110782,1.751,2026-08-22T13:19:34.991101+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,10,10,17,170,50,8500,1.37633402e-03,7.26158239e-05,2.78536449e-02,42110813,2.490,2026-08-22T13:19:37.485691+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,10,10,18,180,50,9000,1.15621221e-03,5.46911255e-05,2.59061013e-02,42110844,1.700,2026-08-22T13:19:39.189970+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,10,10,19,190,50,9500,1.37047943e-03,8.16678574e-05,2.78700855e-02,42110875,1.763,2026-08-22T13:19:40.957713+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,10,10,20,200,50,10000,1.25335447e-03,6.28773559e-05,2.69809271e-02,42110906,1.826,2026-08-22T13:19:42.788516+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,10,10,21,210,50,10500,1.17830686e-03,6.81959471e-05,2.61972877e-02,42110937,1.929,2026-08-22T13:19:44.721790+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,10,10,22,220,50,11000,1.16271040e-03,4.82986076e-05,2.64242447e-02,42110968,2.036,2026-08-22T13:19:46.762576+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,10,10,23,230,50,11500,1.06930048e-03,4.36756616e-05,2.52679252e-02,42110999,3.200,2026-08-22T13:19:49.966863+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,10,10,24,240,50,12000,1.13780220e-03,3.75496891e-05,2.62367350e-02,42111030,2.314,2026-08-22T13:19:52.286227+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,10,10,25,250,50,12500,1.12597515e-03,4.14501371e-05,2.60968159e-02,42111061,2.477,2026-08-22T13:19:54.768236+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,10,10,26,260,50,13000,1.18424481e-03,3.09712223e-05,2.67618380e-02,42111092,2.510,2026-08-22T13:19:57.283307+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,10,10,27,270,50,13500,1.12146904e-03,3.31285735e-05,2.61812361e-02,42111123,2.594,2026-08-22T13:19:59.881501+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,10,10,28,280,50,14000,1.12150680e-03,3.61230016e-05,2.62869592e-02,42111154,3.754,2026-08-22T13:20:03.639579+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,10,10,29,290,50,14500,1.07239446e-03,2.87461958e-05,2.55539975e-02,42111185,2.805,2026-08-22T13:20:06.448269+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,10,10,30,300,50,15000,1.14008538e-03,3.37929745e-05,2.64170816e-02,42111216,2.853,2026-08-22T13:20:09.306533+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,12,2,1,12,50,600,4.50687874e-02,4.25133062e-03,5.52840942e-02,42122259,0.236,2026-08-22T13:20:09.548086+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,12,2,2,24,50,1200,4.11822018e-02,3.65426899e-03,6.66924253e-02,42122290,0.340,2026-08-22T13:20:09.893486+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,12,2,3,36,50,1800,2.75193398e-02,2.26299805e-03,5.38165814e-02,42122321,0.455,2026-08-22T13:20:10.352742+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,12,2,4,48,50,2400,2.66626994e-02,1.75129435e-03,5.78478987e-02,42122352,0.521,2026-08-22T13:20:10.878472+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,12,2,5,60,50,3000,2.43521914e-02,1.59131154e-03,5.65503532e-02,42122383,0.655,2026-08-22T13:20:11.538510+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,12,2,6,72,50,3600,2.51435565e-02,1.53205765e-03,6.03669485e-02,42122414,0.733,2026-08-22T13:20:12.275932+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,12,2,7,84,50,4200,2.00613285e-02,1.13994884e-03,5.76933022e-02,42122445,1.053,2026-08-22T13:20:13.333090+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,12,2,8,96,50,4800,1.87959117e-02,1.21267471e-03,5.63542681e-02,42122476,1.521,2026-08-22T13:20:14.857696+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,12,2,9,108,50,5400,1.69236821e-02,7.50950370e-04,5.86618009e-02,42122507,1.812,2026-08-22T13:20:16.674088+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,12,2,10,120,50,6000,1.73614611e-02,9.44002719e-04,5.85260470e-02,42122538,1.132,2026-08-22T13:20:17.810240+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,12,2,11,132,50,6600,1.32149301e-02,9.88217146e-04,5.24889663e-02,42122569,1.473,2026-08-22T13:20:19.287656+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,12,2,12,144,50,7200,1.51856066e-02,7.59183900e-04,5.45094740e-02,42122600,1.356,2026-08-22T13:20:20.647244+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,12,2,13,156,50,7800,1.08906016e-02,4.76422108e-04,4.88205039e-02,42122631,1.682,2026-08-22T13:20:22.333732+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,12,2,14,168,50,8400,1.11559397e-02,5.28321021e-04,4.98115096e-02,42122662,1.774,2026-08-22T13:20:24.111227+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,12,2,15,180,50,9000,8.94166188e-03,4.41471190e-04,4.66511328e-02,42122693,1.838,2026-08-22T13:20:25.953953+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,12,2,16,192,50,9600,1.10518053e-02,7.30027256e-04,4.98136287e-02,42122724,2.484,2026-08-22T13:20:28.442697+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,12,2,17,204,50,10200,7.34903051e-03,3.83015050e-04,4.32112194e-02,42122755,2.799,2026-08-22T13:20:31.245670+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,12,2,18,216,50,10800,8.95459966e-03,7.13364168e-04,4.56273765e-02,42122786,2.166,2026-08-22T13:20:33.415815+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,12,2,19,228,50,11400,5.52890306e-03,2.97495504e-04,3.88482836e-02,42122817,2.284,2026-08-22T13:20:35.704290+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,12,2,20,240,50,12000,6.35250690e-03,3.80487515e-04,4.09202293e-02,42122848,2.395,2026-08-22T13:20:38.103850+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,12,2,21,252,50,12600,5.24236074e-03,3.52861667e-04,3.79112024e-02,42122879,3.388,2026-08-22T13:20:41.496890+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,12,2,22,264,50,13200,5.94269954e-03,2.80434368e-04,3.99399046e-02,42122910,3.213,2026-08-22T13:20:44.714554+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,12,2,23,276,50,13800,4.14913498e-03,2.00338700e-04,3.51443536e-02,42122941,2.941,2026-08-22T13:20:47.660454+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,12,2,24,288,50,14400,5.00655642e-03,3.24764808e-04,3.70298949e-02,42122972,3.026,2026-08-22T13:20:50.690666+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,12,2,25,300,50,15000,3.23203066e-03,1.92986563e-04,3.17799067e-02,42123003,3.672,2026-08-22T13:20:54.367695+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,12,2,26,312,50,15600,3.54844249e-03,1.69717656e-04,3.24497085e-02,42123034,3.884,2026-08-22T13:20:58.255975+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,12,2,27,324,50,16200,3.19499859e-03,2.40203647e-04,3.14968262e-02,42123065,3.308,2026-08-22T13:21:01.568505+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,12,2,28,336,50,16800,3.33580883e-03,2.13035180e-04,3.14234143e-02,42123096,3.263,2026-08-22T13:21:04.836211+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,12,2,29,348,50,17400,2.66107880e-03,1.85407735e-04,2.87212900e-02,42123127,4.845,2026-08-22T13:21:09.685983+00:00
pennylane-lightning.qubit,0.45.1,brickwall,pauli_z_first_k,12,2,30,360,50,18000,2.38071594e-03,1.34905422e-04,2.76234092e-02,42123158,3.911,2026-08-22T13:21:13.601790+00:00
